ID	gene
"comp13653_c0_seq2_m.26978"	"atxr3_arath ame: full=histone-lysine n-methyltransferase atxr3 ame: full=protein set domain group 2 ame: full=trithorax-related protein 3 short=trx-related protein 3"
"comp13654_c0_seq1_m.17121"	"pmtt_arath ame: full=probable pectin methyltransferase qua2 ame: full=protein oversensitive to sugar 1 ame: full=protein quasimodo 2 ame: full=protein tumorous shoot development 2"
"comp13655_c0_seq1_m.32969"	"ivd_arath ame: full=isovaleryl- mitochondrial short=ivd flags: precursor"
"comp13655_c0_seq1_m.32970"	"ivd_soltu ame: full=isovaleryl- mitochondrial short=ivd ame: full=isovaleryl- dehydrogenase 2 short=st-ivd2 flags: precursor"
"comp13655_c0_seq2_m.32971"	"ivd_orysj ame: full=isovaleryl- mitochondrial short=ivd flags: precursor"
"comp13655_c0_seq2_m.32972"	"ivd_soltu ame: full=isovaleryl- mitochondrial short=ivd ame: full=isovaleryl- dehydrogenase 2 short=st-ivd2 flags: precursor"
"comp13656_c0_seq1_m.7027"	"bh093_arath ame: full=transcription factor bhlh93 ame: full=basic helix-loop-helix protein 93 short= 93 short=bhlh 93 ame: full=transcription factor en 47 ame: full=bhlh transcription factor bhlh093"
"comp13657_c0_seq1_m.19837"	"pp381_arath ame: full=pentatricopeptide repeat-containing protein mitochondrial flags: precursor"
"comp13657_c0_seq1_m.19838"	"mex1_arath ame: full=maltose excess protein chloroplastic ame: full=root cap protein 1 flags: precursor"
"comp13657_c0_seq1_m.19840"	"mex1_arath ame: full=maltose excess protein chloroplastic ame: full=root cap protein 1 flags: precursor"
"comp13657_c1_seq1_m.19841"	"sodc_ipoba ame: full=superoxide dismutase"
"comp13657_c1_seq2_m.19842"	"sodc_anaco ame: full=superoxide dismutase"
"comp13658_c0_seq1_m.35996"	"ankz1_rat ame: full=ankyrin repeat and zinc finger domain-containing protein 1"
"comp13658_c0_seq2_m.36000"	"ankz1_mouse ame: full=ankyrin repeat and zinc finger domain-containing protein 1"
"comp13659_c0_seq1_m.33413"	"eno1_arath ame: full=enolase chloroplastic ame: full=2-phospho-d-glycerate hydro-lyase 1 ame: full=2-phosphoglycerate dehydratase 1 flags: precursor"
"comp13659_c1_seq1_m.33414"	"eno1_arath ame: full=enolase chloroplastic ame: full=2-phospho-d-glycerate hydro-lyase 1 ame: full=2-phosphoglycerate dehydratase 1 flags: precursor"
"comp13660_c0_seq1_m.7028"	"hmdh2_goshi ame: full=3-hydroxy-3-methylglutaryl-coenzyme a reductase 2 short=hmg- reductase 2"
"comp13661_c0_seq1_m.7029"	"prk1_arath ame: full=pollen receptor-like kinase 1 short= 1 ame: full=lrr receptor-like serine threonine-protein kinase rlk flags: precursor"
"comp13662_c0_seq1_m.7030"	"aly2_arath ame: full=protein always early 2 short= 2"
"comp13664_c0_seq1_m.7032"	"rmd5a_xenla ame: full=protein rmd5 homolog a"
"comp13665_c0_seq1_m.7034"	"lrp1_arath ame: full=protein lateral root primordium 1"
"comp13666_c0_seq1_m.34217"	"pti13_arath ame: full=pti1-like tyrosine-protein kinase 3 short=pti1-3"
"comp13666_c0_seq1_m.34218"	"pti12_arath ame: full=pti1-like tyrosine-protein kinase 2 short=pti1-2"
"comp13666_c0_seq2_m.34219"	"pti13_arath ame: full=pti1-like tyrosine-protein kinase 3 short=pti1-3"
"comp13666_c0_seq2_m.34220"	"pti12_arath ame: full=pti1-like tyrosine-protein kinase 2 short=pti1-2"
"comp13666_c0_seq3_m.34221"	"pti13_arath ame: full=pti1-like tyrosine-protein kinase 3 short=pti1-3"
"comp13666_c0_seq3_m.34222"	"pti12_arath ame: full=pti1-like tyrosine-protein kinase 2 short=pti1-2"
"comp13667_c0_seq1_m.38247"	"met13_danre ame: full=methyltransferase-like protein 13"
"comp13667_c0_seq1_m.38248"	"met13_mouse ame: full=methyltransferase-like protein 13"
"comp13667_c0_seq2_m.38249"	"ece2_human ame: full=endothelin-converting enzyme 2 short=ece-2 includes: ame: full=methyltransferase-like region includes: ame: full=endothelin-converting enzyme 2 region"
"comp13667_c0_seq2_m.38250"	"met13_mouse ame: full=methyltransferase-like protein 13"
"comp13668_c0_seq1_m.17456"	"ax15a_soybn ame: full=auxin-induced protein 15a"
"comp13670_c0_seq1_m.16023"	"ren1_arath ame: full=rho gtpase-activating protein ren1 ame: full=protein rop1 enhancer 1 ame: full=rho-type gtpase-activating protein ren1"
"comp13670_c0_seq1_m.16024"	"ren1_arath ame: full=rho gtpase-activating protein ren1 ame: full=protein rop1 enhancer 1 ame: full=rho-type gtpase-activating protein ren1"
"comp13670_c0_seq1_m.16025"	"ren1_arath ame: full=rho gtpase-activating protein ren1 ame: full=protein rop1 enhancer 1 ame: full=rho-type gtpase-activating protein ren1"
"comp13672_c0_seq1_m.23665"	"tppa_arath ame: full=trehalose-phosphate phosphatase a short= ame: full=trehalose 6-phosphate phosphatase"
"comp13672_c0_seq2_m.23666"	"tppg_arath ame: full=probable trehalose-phosphate phosphatase g short= ame: full=trehalose 6-phosphate phosphatase ame: full=trehalose-phosphate phosphatase 6"
"comp13673_c0_seq1_m.7036"	"mtef1_arath ame: full=transcription termination factor chloroplastic ame: full=mitochondrial transcription termination factor 1 ame: full=protein embryo defective 93 ame: full=protein singlet oxygen-linked death activator 10 flags: precursor"
"comp13675_c0_seq1_m.37367"	"alg3_arath ame: full=dol-p-man:man c -pp-dol alpha- -mannosyltransferase ame: full=alpha- -mannosyltransferase alg3 ame: full=asparagine-linked glycosylation protein 3 short= 3 ame: full=not56-like protein"
"comp13680_c0_seq1_m.7041"	"pp427_arath ame: full=pentatricopeptide repeat-containing protein chloroplastic flags: precursor"
"comp13680_c0_seq1_m.7042"	"pp427_arath ame: full=pentatricopeptide repeat-containing protein chloroplastic flags: precursor"
"comp13681_c0_seq1_m.33115"	"wdr11_human ame: full=wd repeat-containing protein 11 ame: full=bromodomain and wd repeat-containing protein 2 ame: full=wd repeat-containing protein 15"
"comp13681_c0_seq2_m.33120"	"wdr11_human ame: full=wd repeat-containing protein 11 ame: full=bromodomain and wd repeat-containing protein 2 ame: full=wd repeat-containing protein 15"
"comp13681_c0_seq3_m.33125"	"wdr11_human ame: full=wd repeat-containing protein 11 ame: full=bromodomain and wd repeat-containing protein 2 ame: full=wd repeat-containing protein 15"
"comp13681_c0_seq3_m.33126"	"wdr11_mouse ame: full=wd repeat-containing protein 11 ame: full=bromodomain and wd repeat-containing protein 2"
"comp13681_c0_seq4_m.33130"	"wdr11_human ame: full=wd repeat-containing protein 11 ame: full=bromodomain and wd repeat-containing protein 2 ame: full=wd repeat-containing protein 15"
"comp13681_c0_seq4_m.33131"	"wdr11_mouse ame: full=wd repeat-containing protein 11 ame: full=bromodomain and wd repeat-containing protein 2"
"comp13682_c0_seq1_m.7043"	"rl171_arath ame: full=60s ribosomal protein l17-1"
"comp13683_c0_seq1_m.7044"	"ti202_arath ame: full=protein tic 20- chloroplastic ame: full=translocon at the inner envelope membrane of chloroplasts 20-ii short= 20-ii flags: precursor"
"comp13683_c0_seq1_m.7045"	"ti202_arath ame: full=protein tic 20- chloroplastic ame: full=translocon at the inner envelope membrane of chloroplasts 20-ii short= 20-ii flags: precursor"
"comp13684_c0_seq1_m.7046"	"mpk3_arath ame: full=mitogen-activated protein kinase 3 short= 3 short=map kinase 3"
"comp13684_c0_seq1_m.7047"	"mpk3_arath ame: full=mitogen-activated protein kinase 3 short= 3 short=map kinase 3"
"comp13685_c0_seq1_m.7048"	"erh_arath ame: full=enhancer of rudimentary homolog"
"comp13686_c0_seq1_m.38783"	"maea_danre ame: full=macrophage erythroblast attacher"
"comp13686_c0_seq2_m.38784"	"maea_danre ame: full=macrophage erythroblast attacher"
"comp13689_c0_seq1_m.7051"	"rs263_arath ame: full=40s ribosomal protein s26-3"
"comp13690_c0_seq1_m.7052"	"cmt3_orysj ame: full=dna (cytosine-5)-methyltransferase cmt3 ame: full=chromomethylase 3 ame: full= 3a"
"comp13691_c0_seq1_m.34210"	"phot1_arath ame: full=phototropin-1 ame: full=non-phototropic hypocotyl protein 1 ame: full=root phototropism protein 1"
"comp13691_c0_seq1_m.34211"	"phot1_arath ame: full=phototropin-1 ame: full=non-phototropic hypocotyl protein 1 ame: full=root phototropism protein 1"
"comp13691_c1_seq1_m.34212"	"phot1_arath ame: full=phototropin-1 ame: full=non-phototropic hypocotyl protein 1 ame: full=root phototropism protein 1"
"comp13693_c0_seq1_m.7054"	"op162_arath ame: full=outer envelope pore protein 16- chloroplastic ame: full=chloroplastic outer envelope pore protein of 16 kda 2 short= 16-2 short=oep16-2 ame: full=outer plastid envelope protein 16-s short= 16-s short=seeds outer plastid envelope protein 16"
"comp13694_c0_seq1_m.7055"	"sco2_arath ame: full=protein disulfide-isomerase sco2 ame: full=protein snowy cotyledon 2 flags: precursor"
"comp13695_c0_seq1_m.28757"	"ytqb_bacsu ame: full= rrna methylase"
"comp13696_c0_seq1_m.7056"	"dcr1b_chick ame: full=5 exonuclease apollo ame: full=dna cross-link repair 1b protein ame: full=snm1 homolog b"
"comp13697_c0_seq1_m.7057"	"mb101_arath ame: full=transcription factor myb101 ame: full=myb-related protein 101 short= 1 short= 101 ame: full=protein abnormal shoot 7"
"comp13697_c0_seq1_m.7058"	"mb101_arath ame: full=transcription factor myb101 ame: full=myb-related protein 101 short= 1 short= 101 ame: full=protein abnormal shoot 7"
"comp13698_c0_seq1_m.20650"	"pp273_arath ame: full=pentatricopeptide repeat-containing protein at3g49240 ame: full=protein embryo defective 1796"
"comp13698_c0_seq1_m.20651"	"pp273_arath ame: full=pentatricopeptide repeat-containing protein at3g49240 ame: full=protein embryo defective 1796"
"comp13698_c1_seq1_m.20652"	"pp273_arath ame: full=pentatricopeptide repeat-containing protein at3g49240 ame: full=protein embryo defective 1796"
"comp13698_c1_seq1_m.20653"	"pp273_arath ame: full=pentatricopeptide repeat-containing protein at3g49240 ame: full=protein embryo defective 1796"
"comp13698_c1_seq2_m.20654"	"pp273_arath ame: full=pentatricopeptide repeat-containing protein at3g49240 ame: full=protein embryo defective 1796"
"comp13698_c1_seq2_m.20655"	"pp273_arath ame: full=pentatricopeptide repeat-containing protein at3g49240 ame: full=protein embryo defective 1796"
"comp13700_c0_seq1_m.32730"	"per64_arath ame: full=peroxidase 64 short=atperox p64 ame: full=atp17a ame: full=prxr4 flags: precursor"
"comp13700_c0_seq2_m.32731"	"per64_arath ame: full=peroxidase 64 short=atperox p64 ame: full=atp17a ame: full=prxr4 flags: precursor"
"comp13701_c0_seq1_m.7061"	"agd5_arath ame: full=probable adp-ribosylation factor gtpase-activating protein agd5 short=arf gap agd5 ame: full=protein arf-gap domain 5 short= 5 ame: full=protein ziga3"
"comp13702_c0_seq1_m.16110"	"c7a22_pangi ame: full=cytochrome p450 cyp749a22 ame: full=cytochrome p450 cyp749a20"
"comp13703_c0_seq1_m.16491"	"thic2_arath ame: full=probable acetyl- cytosolic 2 ame: full=cytosolic acetoacetyl- thiolase 2 short=thiolase 2"
"comp13703_c1_seq1_m.16492"	"thic2_arath ame: full=probable acetyl- cytosolic 2 ame: full=cytosolic acetoacetyl- thiolase 2 short=thiolase 2"
"comp13703_c1_seq1_m.16493"	"thic2_arath ame: full=probable acetyl- cytosolic 2 ame: full=cytosolic acetoacetyl- thiolase 2 short=thiolase 2"
"comp13705_c0_seq1_m.20358"	"ila_arath ame: full=protein ilityhia"
"comp13705_c0_seq1_m.20359"	"ila_arath ame: full=protein ilityhia"
"comp13705_c0_seq1_m.20360"	"ila_arath ame: full=protein ilityhia"
"comp13706_c0_seq1_m.7064"	"gpa1_luplu ame: full=guanine nucleotide-binding protein alpha-1 subunit short=gp-alpha-1"
"comp13708_c0_seq1_m.7065"	"pus1_yarli ame: full=trna pseudouridine synthase 1 ame: full=trna pseudouridylate synthase 1 ame: full=trna-uridine isomerase 1"
"comp13708_c0_seq1_m.7066"	"trua_rat ame: full=trna pseudouridine synthase mitochondrial ame: full=trna pseudouridine(38-40) synthase ame: full=trna pseudouridylate synthase i ame: full=trna-uridine isomerase i flags: precursor"
"comp13710_c0_seq1_m.32106"	"asil1_arath ame: full=trihelix transcription factor asil1 ame: full=6b-interacting protein 1-like 1 ame: full=trihelix dna-binding protein asil1"
"comp13710_c0_seq3_m.32109"	"bbx32_arath ame: full=b-box zinc finger protein 32 ame: full= emf1-interacting protein 6"
"comp13712_c0_seq1_m.7068"	"dhqsd_arath ame: full=bifunctional 3-dehydroquinate dehydratase shikimate chloroplastic short=dhq-sdh protein ame: full=dhqase-sorase ame: full=protein embryo defective 3004 includes: ame: full=dehydroquinate dehydratase short=dhq includes: ame: full=shikimate dehydrogenase short=sdh flags: precursor"
"comp13713_c0_seq1_m.30112"	"gcst_soltu ame: full= mitochondrial ame: full=glycine cleavage system t protein short=gcvt flags: precursor"
"comp13713_c0_seq1_m.30113"	"gcst_soltu ame: full= mitochondrial ame: full=glycine cleavage system t protein short=gcvt flags: precursor"
"comp13715_c0_seq1_m.36585"	"ubp1c_arath ame: full=oligouridylate-binding protein 1c short= 1c ame: full=polyuridylate-binding protein ubp1c short=poly -binding protein ubp1c"
"comp13715_c0_seq2_m.36586"	"ubp1c_arath ame: full=oligouridylate-binding protein 1c short= 1c ame: full=polyuridylate-binding protein ubp1c short=poly -binding protein ubp1c"
"comp13717_c0_seq1_m.26521"	"hex6_ricco ame: full=hexose carrier protein hex6"
"comp13717_c0_seq2_m.26522"	"hex6_ricco ame: full=hexose carrier protein hex6"
"comp13717_c0_seq2_m.26523"	"hex6_ricco ame: full=hexose carrier protein hex6"
"comp13717_c0_seq3_m.26524"	"hex6_ricco ame: full=hexose carrier protein hex6"
"comp13718_c0_seq1_m.31683"	"ht1_arath ame: full=serine threonine-protein kinase ht1 ame: full=high leaf temperature protein 1"
"comp13718_c0_seq2_m.31684"	"sty17_arath ame: full=serine threonine-protein kinase sty17 ame: full=serine threonine tyrosine-protein kinase 17"
"comp13718_c0_seq2_m.31685"	"sty8_arath ame: full=serine threonine-protein kinase sty8 ame: full=serine threonine tyrosine-protein kinase 8"
"comp13718_c0_seq3_m.31686"	"sty8_arath ame: full=serine threonine-protein kinase sty8 ame: full=serine threonine tyrosine-protein kinase 8"
"comp13719_c0_seq1_m.7070"	"cml18_arath ame: full=probable calcium-binding protein cml18 ame: full=calmodulin-15 short= am-15 ame: full=calmodulin-like protein 18"
"comp13720_c0_seq1_m.7071"	"ndus1_soltu ame: full=nadh dehydrogenase"
"comp13720_c0_seq1_m.7072"	"u73c2_arath ame: full=udp-glycosyltransferase 73c2"
"comp13720_c0_seq1_m.7073"	"u73c2_arath ame: full=udp-glycosyltransferase 73c2"
"comp13721_c0_seq1_m.7074"	"ubp26_arath ame: full=ubiquitin carboxyl-terminal hydrolase 26 ame: full=deubiquitinating enzyme 26 short= 26 ame: full=ubiquitin thioesterase 26 ame: full=ubiquitin-specific-processing protease 26"
"comp13721_c0_seq1_m.7075"	"ubp26_arath ame: full=ubiquitin carboxyl-terminal hydrolase 26 ame: full=deubiquitinating enzyme 26 short= 26 ame: full=ubiquitin thioesterase 26 ame: full=ubiquitin-specific-processing protease 26"
"comp13721_c0_seq1_m.7076"	"ubp26_orysi ame: full=ubiquitin carboxyl-terminal hydrolase 26 ame: full=deubiquitinating enzyme 26 ame: full=ubiquitin thioesterase 26 ame: full=ubiquitin-specific-processing protease 26"
"comp13721_c0_seq1_m.7077"	"ubp26_arath ame: full=ubiquitin carboxyl-terminal hydrolase 26 ame: full=deubiquitinating enzyme 26 short= 26 ame: full=ubiquitin thioesterase 26 ame: full=ubiquitin-specific-processing protease 26"
"comp13721_c0_seq1_m.7078"	"ubp26_arath ame: full=ubiquitin carboxyl-terminal hydrolase 26 ame: full=deubiquitinating enzyme 26 short= 26 ame: full=ubiquitin thioesterase 26 ame: full=ubiquitin-specific-processing protease 26"
"comp13722_c0_seq1_m.7079"	"srpk1_human ame: full=srsf protein kinase 1 ame: full=sfrs protein kinase 1 ame: full=serine arginine-rich protein-specific kinase 1 short=sr-protein-specific kinase 1"
"comp13723_c0_seq1_m.16174"	"mybl_dicdi ame: full=myb-like protein l"
"comp13724_c0_seq1_m.15360"	"rbp10_danre ame: full=ran-binding protein 10 short= 10"
"comp13724_c0_seq1_m.15362"	"rbp9x_drome ame: full=ran-binding proteins 9 10 homolog ame: full=ran-binding protein m"
"comp13724_c0_seq2_m.15363"	"rbp10_danre ame: full=ran-binding protein 10 short= 10"
"comp13724_c0_seq2_m.15365"	"rbp9x_drome ame: full=ran-binding proteins 9 10 homolog ame: full=ran-binding protein m"
"comp13724_c0_seq3_m.15366"	"ranb9_danre ame: full=ran-binding protein 9 short= 9"
"comp13724_c0_seq3_m.15368"	"rbp9x_drome ame: full=ran-binding proteins 9 10 homolog ame: full=ran-binding protein m"
"comp13725_c0_seq1_m.7080"	"alg8_arath ame: full=probable dolichyl pyrophosphate glc1man9 c2 alpha- -glucosyltransferase ame: full=asparagine-linked glycosylation protein 8 homolog ame: full=dol-p-glc:glc man c -pp-dolichyl alpha- -glucosyltransferase ame: full=dolichyl-p-glc:glc1man9 c2-pp-dolichyl glucosyltransferase"
"comp13726_c0_seq1_m.7081"	"ptr27_arath ame: full=protein nrt1 ptr family short= ame: full=nitrate transporter"
"comp13726_c0_seq1_m.7082"	"ptr27_arath ame: full=protein nrt1 ptr family short= ame: full=nitrate transporter"
"comp13726_c0_seq1_m.7083"	"ptr27_arath ame: full=protein nrt1 ptr family short= ame: full=nitrate transporter"
"comp13727_c0_seq1_m.37092"	"p2c55_arath ame: full=probable protein phosphatase 2c 55 short= 2c55"
"comp13727_c0_seq2_m.37093"	"p2c55_arath ame: full=probable protein phosphatase 2c 55 short= 2c55"
"comp13728_c0_seq1_m.16162"	"smd1_human ame: full=small nuclear ribonucleoprotein sm d1 short=sm-d1 ame: full=sm-d autoantigen ame: full=snrnp core protein d1"
"comp13729_c0_seq1_m.29115"	"ashh1_arath ame: full=histone-lysine n-methyltransferase ashh1 ame: full=ash1 homolog 1 ame: full=protein set domain group 26"
"comp13729_c0_seq1_m.29116"	"ashh1_arath ame: full=histone-lysine n-methyltransferase ashh1 ame: full=ash1 homolog 1 ame: full=protein set domain group 26"
"comp13729_c0_seq2_m.29117"	"ashh1_arath ame: full=histone-lysine n-methyltransferase ashh1 ame: full=ash1 homolog 1 ame: full=protein set domain group 26"
"comp13729_c0_seq3_m.29118"	"ashh1_arath ame: full=histone-lysine n-methyltransferase ashh1 ame: full=ash1 homolog 1 ame: full=protein set domain group 26"
