Transcript	meanFST	WeightFST	Transcript2	Scaffold	Start	End	Length	Sex.Linkage	LG	cm_male	cf_female
comp14280_c0_seq1_m.7499	 0.00076897	 -0.0034432	comp14280_c0_seq1_m.7499	scaffold_5	6	2873	2867	Au	4	61.34	68.97
comp11973_c0_seq2_m.16231	 -0.038781	 -0.038781	comp11973_c0_seq2_m.16231	scaffold117_1_size89033	60979	62045	1066	Au	3	44.52	63.42
comp14329_c0_seq1_m.37472	 -0.0024132	 -0.0073982	comp14329_c0_seq1_m.37472	scaffold_3797	437	38555	38118	Au	2	71.28	90.97
comp141160_c0_seq1_m.13837	 -0.018773	 -0.022246	comp141160_c0_seq1_m.13837	scaffold_2947	7469	8101	632	Au	3	11.18	20.82
comp11491_c0_seq1_m.25524	 -0.0053167	 -0.0067052	comp11491_c0_seq1_m.25524	scaffold452_1_size56294	49445	50845	1400	Au	8	51.07	52.14
comp13524_c0_seq1_m.6956	 -0.015818	 -0.016852	comp13524_c0_seq1_m.6956	scaffold58948_1_size1287	1	897	896	Au	7	25.93	37.56
comp16333_c0_seq1_m.8874	 -0.0061087	 -0.012466	comp16333_c0_seq1_m.8874	scaffold4705_1_size17165	9380	11227	1847	Au	4	18.74	28.22
comp9367_c0_seq1_m.32340	 0.044963	 0.044963	comp9367_c0_seq1_m.32340	scaffold75_1_size101973	10221	10825	604	Au	8	28.84	26.21
comp9885_c0_seq1_m.4404	 -0.017934	 -0.027688	comp9885_c0_seq1_m.4404	scaffold807_1_size45142	19444	20739	1295	Au	3	64.89	83.79
comp13493_c1_seq1_m.39145	 -0.011471	 -0.020224	comp13493_c1_seq1_m.39145	scaffold27325_1_size2787	503	859	356	Au	2	58.32	66.89
comp6116_c0_seq1_m.30959	 -0.024672	 -0.029461	comp6116_c0_seq1_m.30959	scaffold1935_1_size29472	16030	18623	2593	Au	7	12.96	26.45
comp8896_c0_seq1_m.3783	 -0.011791	 -0.012971	comp8896_c0_seq1_m.3783	scaffold2652_1_size24719	13720	18511	4791	PAR	1	50.15	42.74
comp18606_c0_seq1_m.10238	 -0.0099473	 -0.021334	comp18606_c0_seq1_m.10238	scaffold_97	1	11637	11636	Au	2	19.42	9.48
comp77118_c0_seq1_m.12225	 -0.022651	 -0.033138	comp77118_c0_seq1_m.12225	scaffold6395_1_size13606	7237	8595	1358	Au	2	50.91	57.63
comp4356_c0_seq1_m.19336	 -0.01086	 -0.019244	comp4356_c0_seq1_m.19336	scaffold76_1_size101710	72004	74111	2107	Au	7	7.41	15.34
comp6923_c0_seq1_m.2640	 -0.0045887	 -0.0087523	comp6923_c0_seq1_m.2640	scaffold2598_1_size25001	3038	4756	1718	Au	3	5.63	18.97
comp13032_c0_seq1_m.25695	 -0.0069607	 -0.0077432	comp13032_c0_seq1_m.25695	scaffold_1872	3854	5773	1919	Au	4	5.78	18.96
comp19702_c0_seq1_m.10553	 -0.013807	 -0.013809	comp19702_c0_seq1_m.10553	scaffold_1575	31566	32906	1340	Au	2	23.13	11.33
comp53519_c0_seq1_m.11653	 -0.0099292	 -0.014927	comp53519_c0_seq1_m.11653	scaffold23313_1_size3470	1169	2874	1705	Au	5	55.63	50.44
comp15701_c1_seq3_m.25326	 1.1276e-16	 1.1276e-16	comp15701_c1_seq3_m.25326	scaffold_1822	11112	14726	3614	PAR	1	46.44	39.04
comp27176_c0_seq1_m.11011	 -0.0038102	 -0.014699	comp27176_c0_seq1_m.11011	scaffold_424	40749	44900	4151	Au	8	64.03	68.81
comp16249_c0_seq1_m.23442	 -0.016277	 -0.029616	comp16249_c0_seq1_m.23442	scaffold_810	7106	7659	553	Au	6	50.3	57.49
comp14779_c0_seq1_m.36169	 -nan	 -nan	comp14779_c0_seq1_m.36169	scaffold36004_1_size2067	309	1704	1395	Au	7	27.78	41.27
comp11473_c0_seq1_m.5458	 -0.013098	 -0.017164	comp11473_c0_seq1_m.5458	scaffold_1640	10292	19186	8894	Au	3	37.11	39.34
comp157182_c0_seq1_m.14170	 0.022314	 0.024869	comp157182_c0_seq1_m.14170	scaffold_1930	19853	20334	481	Au	2	39.8	33.56
comp8323_c0_seq3_m.19828	 -0.0077433	 -0.010628	comp8323_c0_seq3_m.19828	scaffold1_1_size329358	140304	141067	763	Au	4	28	33.78
comp11318_c0_seq1_m.5360	 -0.0076066	 -0.018809	comp11318_c0_seq1_m.5360	scaffold_3619	55	19320	19265	Au	7	42.6	76.46
comp15439_c0_seq1_m.15525	 0.0018767	 -0.0060913	comp15439_c0_seq1_m.15525	scaffold_3638	544	2643	2099	SL	1	53.85	52
comp5536_c0_seq1_m.1890	 0.019906	 0.023141	comp5536_c0_seq1_m.1890	scaffold_424	37726	39819	2093	Au	8	64.03	68.81
comp3935_c0_seq1_m.825	 0.004414	 0.0045145	comp3935_c0_seq1_m.825	scaffold_3026	22663	25194	2531	Au	3	61.19	78.24
comp13582_c0_seq3_m.34401	 -0.0078969	 -0.014617	comp13582_c0_seq3_m.34401	scaffold_222	8263	12817	4554	Au	4	16.89	26.37
comp56216_c0_seq1_m.11710	 0.026889	 0.010968	comp56216_c0_seq1_m.11710	scaffold_134	26855	44676	17821	PAR	1	100.15	83.49
comp7111_c0_seq1_m.2744	 -0.016461	 -0.020722	comp7111_c0_seq1_m.2744	scaffold2477_1_size25758	10284	10954	670	Au	6	61.41	59.34
comp16150_c0_seq1_m.32144	 -0.014804	 -0.021672	comp16150_c0_seq1_m.32144	scaffold7138_1_size12553	8054	9922	1868	Au	4	50.23	43.04
comp13814_c0_seq2_m.29648	 -0.0075188	 -0.012759	comp13814_c0_seq2_m.29648	scaffold_96	935	9243	8308	Au	4	20.59	28.22
comp16404_c0_seq1_m.8921	 0.0035159	 0.0052152	comp16404_c0_seq1_m.8921	scaffold6243_1_size13909	9471	13060	3589	Au	5	29.7	20.81
comp9363_c0_seq1_m.4090	 0.011803	 0.027223	comp9363_c0_seq1_m.4090	scaffold7879_1_size11696	1145	2147	1002	Au	2	67.58	78.01
comp4421_c0_seq1_m.22526	 -nan	 -nan	comp4421_c0_seq1_m.22526	scaffold15191_1_size6539	1385	2619	1234	Au	3	5.63	13.42
comp7860_c0_seq1_m.3182	 -0.02135	 -0.037287	comp7860_c0_seq1_m.3182	scaffold_2530	19447	20520	1073	Au	2	62.02	68.75
comp4845_c0_seq1_m.1495	 -0.021011	 -0.023801	comp4845_c0_seq1_m.1495	scaffold_3567	72554	75379	2825	Au	6	13.26	11.18
comp18335_c0_seq1_m.10079	 -0.027096	 -0.027591	comp18335_c0_seq1_m.10079	scaffold2204_1_size27464	9418	11589	2171	SL	1	53.85	53.85
comp204478_c0_seq1_m.14758	 -nan	 -nan	comp204478_c0_seq1_m.14758	scaffold336_1_size62834	22137	23644	1507	Au	5	20.44	18.96
comp5685_c0_seq2_m.22528	 -0.025219	 -0.025219	comp5685_c0_seq2_m.22528	scaffold820_1_size44897	9415	13178	3763	PAR	1	11.25	9.33
comp18579_c0_seq1_m.20813	 -0.002193	 -0.0057678	comp18579_c0_seq1_m.20813	scaffold55057_1_size1372	479	1372	893	PAR	1	90.89	83.49
comp4930_c0_seq1_m.38312	 -0.023125	 -0.024503	comp4930_c0_seq1_m.38312	scaffold348_1_size62053	15112	17925	2813	PAR	1	14.96	9.33
comp17376_c0_seq1_m.9522	 0.022886	 0.038981	comp17376_c0_seq1_m.9522	scaffold8284_1_size11287	578	1676	1098	PAR	1	20.52	13.04
comp9431_c0_seq1_m.4131	 -0.016802	 -0.019549	comp9431_c0_seq1_m.4131	scaffold1179_1_size37945	25009	26682	1673	Au	3	64.89	83.79
comp18666_c0_seq1_m.10282	 0.0038135	 0.015126	comp18666_c0_seq1_m.10282	scaffold9214_1_size10321	219	4893	4674	Au	7	37.04	72.75
comp18075_c0_seq1_m.9913	 -0.016674	 -0.015595	comp18075_c0_seq1_m.9913	scaffold591_1_size51196	42214	43752	1538	Au	7	31.49	48.68
comp14295_c0_seq1_m.37013	 -0.017308	 -0.017964	comp14295_c0_seq1_m.37013	scaffold_3886	26637	28600	1963	Au	2	63.87	74.3
comp8948_c0_seq2_m.17138	 -0.010258	 -0.0079547	comp8948_c0_seq2_m.17138	scaffold1123_1_size38815	17499	18433	934	Au	2	62.02	70.6
comp57993_c0_seq1_m.11746	 -0.009229	 -0.0022646	comp57993_c0_seq1_m.11746	scaffold_3227	54696	63296	8600	Au	4	55.78	48.59
comp15082_c0_seq1_m.36263	 -0.0090744	 -0.0090744	comp15082_c0_seq1_m.36263	scaffold1485_1_size33955	14309	14583	274	Au	5	55.63	57.85
comp7464_c0_seq2_m.16932	 0.031955	 0.031955	comp7464_c0_seq2_m.16932	scaffold18556_1_size5571	715	4566	3851	Au	3	31.56	28.23
comp15013_c1_seq1_m.29912	 -0.0043675	 -0.004241	comp15013_c1_seq1_m.29912	scaffold_3065	33872	37326	3454	Au	4	50.23	46.74
comp10759_c0_seq1_m.5011	 -0.011885	 -0.0086814	comp10759_c0_seq1_m.5011	scaffold_101	2363	17333	14970	Au	3	14.89	20.82
comp5747_c0_seq1_m.1978	 0.0019578	 0.0014077	comp5747_c0_seq1_m.1978	scaffold1487_1_size33931	6537	10725	4188	Au	8	34.4	31.77
comp9241_c0_seq3_m.19348	 -0.0034289	 -0.0049052	comp9241_c0_seq3_m.19348	scaffold3684_1_size20217	5853	8946	3093	Au	6	35.48	40.82
comp12031_c0_seq2_m.17595	 -0.0060673	 -0.0065938	comp12031_c0_seq2_m.17595	scaffold2219_1_size27331	20862	24464	3602	Au	3	5.63	13.42
comp7857_c0_seq1_m.3179	 0.00022749	 0.02157	comp7857_c0_seq1_m.3179	scaffold3120_1_size22506	18313	19038	725	Au	5	40.82	20.81
comp11533_c0_seq2_m.35528	 -0.023659	 -0.023347	comp11533_c0_seq2_m.35528	scaffold950_1_size41993	18617	19148	531	Au	7	22.22	37.56
comp266114_c0_seq1_m.15105	 -0.014215	 -0.03529	comp266114_c0_seq1_m.15105	scaffold711_1_size47144	46320	46679	359	Au	8	64.03	68.81
comp18356_c0_seq3_m.26725	 -0.0075106	 -0.018709	comp18356_c0_seq3_m.26725	scaffold_2968	21083	27591	6508	Au	5	20.44	18.96
comp4830_c0_seq1_m.32223	 -0.022059	 -0.026065	comp4830_c0_seq1_m.32223	scaffold1250_1_size36729	15977	19509	3532	Au	4	59.49	54.15
comp11586_c0_seq1_m.18586	 -0.0056449	 -0.01944	comp11586_c0_seq1_m.18586	scaffold3479_1_size21035	14196	17371	3175	Au	5	44.52	30.07
comp5893_c0_seq1_m.36187	 -0.0082023	 -0.010766	comp5893_c0_seq1_m.36187	scaffold_1411	2940	3373	433	Au	4	50.23	48.59
comp12094_c0_seq1_m.5919	 -0.0008748	 -0.011696	comp12094_c0_seq1_m.5919	scaffold_1026	22003	26046	4043	Au	2	19.42	9.48
comp15736_c0_seq5_m.24561	 -0.018229	 -0.02247	comp15736_c0_seq5_m.24561	scaffold_1899	27895	28242	347	Au	3	13.04	20.82
comp13633_c0_seq8_m.15318	 -0.009334	 -0.014903	comp13633_c0_seq8_m.15318	scaffold_490	43267	128241	84974	PAR	1	7.55	7.48
comp18804_c0_seq1_m.18085	 -0.0020841	 -0.017916	comp18804_c0_seq1_m.18085	scaffold2250_1_size27108	3197	11026	7829	Au	2	36.09	26.15
comp10061_c1_seq1_m.15860	 -nan	 -nan	comp10061_c1_seq1_m.15860	scaffold_3826	15417	16361	944	SL	1	53.85	68.67
comp12972_c0_seq2_m.34866	 -0.033665	 -0.033665	comp12972_c0_seq2_m.34866	scaffold3818_1_size19726	8148	9755	1607	Au	8	36.25	35.47
comp18499_c1_seq3_m.30846	 1.1276e-16	 1.1276e-16	comp18499_c1_seq3_m.30846	scaffold_3341	2314	15569	13255	Au	4	24.3	31.92
comp8344_c0_seq1_m.3430	 -0.0069636	 -0.0044448	comp8344_c0_seq1_m.3430	scaffold1201_1_size37567	24765	31335	6570	Au	3	5.63	13.42
comp169778_c0_seq1_m.14410	 -0.0012854	 -0.00060695	comp169778_c0_seq1_m.14410	scaffold_1990	52031	52678	647	Au	5	13.04	13.4
comp17837_c0_seq1_m.16891	 0.0022914	 0.0043224	comp17837_c0_seq1_m.16891	scaffold_2792	1545	6253	4708	PAR	1	7.55	7.48
comp17225_c0_seq10_m.18984	 -0.010103	 -0.022399	comp17225_c0_seq10_m.18984	scaffold1210_1_size37385	11054	15039	3985	PAR	1	7.55	7.48
comp4542_c0_seq1_m.1223	 -8.1169e-06	 -0.001904	comp4542_c0_seq1_m.1223	scaffold_891	1518	38107	36589	Au	7	24.08	37.56
comp10267_c0_seq1_m.4667	 -0.031082	 -0.032639	comp10267_c0_seq1_m.4667	scaffold5270_1_size15876	518	1876	1358	Au	2	37.94	28
comp16634_c0_seq1_m.33391	 -0.019139	 -0.023585	comp16634_c0_seq1_m.33391	scaffold_1256	545	18793	18248	Au	6	72.52	70.45
comp9588_c0_seq1_m.4235	 -nan	 -nan	comp9588_c0_seq1_m.4235	scaffold_3768	31628	32377	749	Au	4	28	33.78
comp17555_c0_seq1_m.9630	 -0.0098169	 -0.029913	comp17555_c0_seq1_m.9630	scaffold7058_1_size12651	498	2194	1696	Au	7	31.49	43.12
comp13690_c0_seq1_m.7052	 -0.01799	 -0.023122	comp13690_c0_seq1_m.7052	scaffold7021_1_size12697	4209	11615	7406	Au	5	55.63	59.7
comp80830_c0_seq1_m.12334	 -0.043148	 -0.043148	comp80830_c0_seq1_m.12334	scaffold157_1_size81099	24810	28381	3571	Au	6	26.22	24.15
comp11358_c0_seq1_m.5382	 -0.010019	 -0.011911	comp11358_c0_seq1_m.5382	scaffold37933_1_size1962	543	1172	629	Au	2	34.24	22.44
comp20064_c0_seq1_m.10602	 -0.016334	 -0.016334	comp20064_c0_seq1_m.10602	scaffold11894_1_size7812	5202	7164	1962	Au	2	19.42	11.33
comp8952_c0_seq1_m.3819	 -0.0014268	 0.0065929	comp8952_c0_seq1_m.3819	scaffold_2065	445	4115	3670	Au	4	50.23	48.59
comp13526_c0_seq1_m.6957	 -0.0039055	 -0.010266	comp13526_c0_seq1_m.6957	scaffold_1960	94636	96386	1750	PAR	1	77.93	77.93
comp13879_c0_seq1_m.19475	 0.0028341	 0.0072082	comp13879_c0_seq1_m.19475	scaffold_135	152	10025	9873	Au	4	16.89	20.81
comp6240_c0_seq1_m.2194	 -0.0081205	 -0.01051	comp6240_c0_seq1_m.2194	scaffold_1579	20722	25486	4764	PAR	1	7.55	7.48
comp21053_c0_seq1_m.10701	 -0.034011	 -0.036783	comp21053_c0_seq1_m.10701	scaffold_2818	165417	168065	2648	Au	6	20.66	14.89
comp7928_c0_seq1_m.3221	 -0.017388	 -0.017463	comp7928_c0_seq1_m.3221	scaffold_2992	48256	49823	1567	Au	3	53.78	78.24
comp18849_c0_seq1_m.25736	 -nan	 -nan	comp18849_c0_seq1_m.25736	scaffold576_1_size51649	42615	46058	3443	SL	1	53.85	48.3
comp11070_c0_seq1_m.5218	 -0.010791	 -0.011866	comp11070_c0_seq1_m.5218	scaffold5815_1_size14766	8622	11758	3136	Au	7	35.19	69.05
comp13736_c0_seq1_m.7089	 -0.013239	 -0.020617	comp13736_c0_seq1_m.7089	scaffold_759	8462	11242	2780	Au	6	72.52	70.45
comp103238_c0_seq1_m.12946	 -0.0055627	 -0.013963	comp103238_c0_seq1_m.12946	scaffold2549_1_size25241	3842	4375	533	Au	5	40.82	24.52
comp15208_c0_seq1_m.16445	 -0.0092559	 -0.0082376	comp15208_c0_seq1_m.16445	scaffold_3472	1584	3966	2382	Au	7	51.86	80.16
comp92273_c0_seq1_m.12643	 -0.0095401	 -0.011424	comp92273_c0_seq1_m.12643	scaffold_2013	32760	33364	604	Au	3	40.82	52.31
comp4582_c0_seq1_m.1263	 -0.0024775	 0.015335	comp4582_c0_seq1_m.1263	scaffold_3397	4283	5244	961	Au	6	31.78	31.56
comp11518_c0_seq4_m.15552	 -0.012056	 -0.01202	comp11518_c0_seq4_m.15552	scaffold22_1_size146620	55785	85408	29623	Au	3	100.37	102.31
comp145281_c0_seq1_m.14003	 1.1276e-16	 1.1276e-16	comp145281_c0_seq1_m.14003	scaffold_1267	4446	26491	22045	Au	5	70.45	67.11
comp20850_c0_seq1_m.10683	 -0.012597	 -0.018743	comp20850_c0_seq1_m.10683	scaffold676_1_size48475	30404	34053	3649	Au	2	69.43	79.86
comp16558_c0_seq18_m.21170	 0.0049938	 0.0078371	comp16558_c0_seq18_m.21170	scaffold_3838	18915	19474	559	Au	3	87.12	100.46
comp13692_c0_seq1_m.7053	 -0.0083745	 -0.015816	comp13692_c0_seq1_m.7053	scaffold37127_1_size2005	364	1869	1505	Au	2	39.8	33.56
comp6370_c0_seq1_m.2286	 -0.014661	 -0.017194	comp6370_c0_seq1_m.2286	scaffold_3210	1477	12847	11370	PAR	1	100.15	83.49
comp2870_c0_seq1_m.582	 0.0049662	 0.01078	comp2870_c0_seq1_m.582	scaffold20545_1_size4460	1827	2213	386	PAR	1	98.3	83.49
comp263678_c0_seq1_m.15075	 -0.01201	 -0.024931	comp263678_c0_seq1_m.15075	scaffold_2343	19772	20167	395	Au	3	53.78	72.68
comp167284_c0_seq1_m.14337	 -0.008547	 -0.012658	comp167284_c0_seq1_m.14337	scaffold524_1_size53417	41200	42646	1446	Au	2	52.76	59.49
comp4241_c0_seq1_m.1022	 -nan	 -nan	comp4241_c0_seq1_m.1022	scaffold_490	6279	7688	1409	PAR	1	7.55	7.48
comp7776_c0_seq1_m.3137	 0.021376	 0.038971	comp7776_c0_seq1_m.3137	scaffold21_1_size150178	109347	110312	965	Au	2	23.13	11.33
comp7761_c0_seq1_m.3121	 0.0040164	 0.028902	comp7761_c0_seq1_m.3121	scaffold869_1_size43630	3582	5255	1673	PAR	1	52	46.44
comp102342_c0_seq1_m.12890	 -0.016156	 -0.019894	comp102342_c0_seq1_m.12890	scaffold243_1_size70966	33564	35396	1832	Au	7	31.49	41.27
comp146349_c0_seq1_m.14039	 -0.034483	 -0.034483	comp146349_c0_seq1_m.14039	scaffold_1846	56907	57620	713	PAR	1	7.55	7.48
comp13517_c0_seq1_m.6951	 0.026316	 0.026316	comp13517_c0_seq1_m.6951	scaffold4866_1_size16758	151	2306	2155	Au	2	32.39	22.44
comp9642_c0_seq1_m.4273	 -0.014246	 -0.019138	comp9642_c0_seq1_m.4273	scaffold_2430	589	42741	42152	Au	2	30.54	16.89
comp12146_c0_seq2_m.32324	 -0.021831	 -0.019379	comp12146_c0_seq2_m.32324	scaffold804_1_size45167	41066	44405	3339	Au	4	24.3	31.92
comp8547_c0_seq1_m.3552	 -0.0039966	 -0.0067002	comp8547_c0_seq1_m.3552	scaffold_858	60482	66950	6468	Au	2	58.32	66.89
comp14230_c0_seq2_m.20370	 -0.0099194	 -0.0075317	comp14230_c0_seq2_m.20370	scaffold247_1_size70566	4348	7597	3249	Au	6	82	74.15
comp9093_c0_seq1_m.3914	 -0.020476	 -0.02908	comp9093_c0_seq1_m.3914	scaffold_3533	102066	106920	4854	Au	5	74.15	67.11
comp14447_c0_seq1_m.19750	 -0.0075316	 -0.01478	comp14447_c0_seq1_m.19750	scaffold274_1_size68263	1487	6534	5047	Au	5	66.75	65.26
comp14343_c0_seq1_m.24837	 -0.0012848	 -0.0076139	comp14343_c0_seq1_m.24837	scaffold19852_1_size4884	3793	4706	913	PAR	1	74.23	77.93
comp82153_c0_seq1_m.12370	 -0.0058638	 -0.0075812	comp82153_c0_seq1_m.12370	scaffold1755_1_size31042	9918	11424	1506	Au	2	71.28	90.97
comp18311_c0_seq1_m.10075	 0.020146	 0.012788	comp18311_c0_seq1_m.10075	scaffold_1012	6347	13558	7211	Au	4	61.34	61.56
comp8727_c0_seq1_m.19005	 -0.036115	 -0.034128	comp8727_c0_seq1_m.19005	scaffold5604_1_size15207	765	2515	1750	PAR	1	98.3	83.49
comp21584_c0_seq1_m.10735	 -nan	 -nan	comp21584_c0_seq1_m.10735	scaffold2652_1_size24719	951	1651	700	PAR	1	50.15	42.74
comp17375_c0_seq4_m.16631	 -0.00059809	 -0.0052305	comp17375_c0_seq4_m.16631	scaffold7462_1_size12189	2559	6643	4084	Au	2	43.5	33.56
comp16045_c0_seq1_m.8697	 0.030497	 0.034926	comp16045_c0_seq1_m.8697	scaffold2043_1_size28728	18915	24850	5935	SL	1	53.85	48.3
comp6881_c0_seq1_m.2610	 -0.0092833	 -0.016523	comp6881_c0_seq1_m.2610	scaffold_2640	31908	37876	5968	Au	7	38.89	72.75
comp117271_c0_seq1_m.13344	 -0.0053577	 -0.0053577	comp117271_c0_seq1_m.13344	scaffold_263	57311	57700	389	Au	5	13.04	13.4
comp7076_c0_seq1_m.2716	 0.0066395	 0.0017374	comp7076_c0_seq1_m.2716	scaffold1187_1_size37811	7424	13226	5802	Au	6	26.22	24.15
comp17093_c0_seq1_m.9350	 -0.0026693	 0.0046611	comp17093_c0_seq1_m.9350	scaffold_3469	1343	3120	1777	PAR	1	7.55	7.48
comp21001_c0_seq1_m.10691	 -0.015864	 -0.02159	comp21001_c0_seq1_m.10691	scaffold8335_1_size11238	1156	5825	4669	Au	2	49.06	48.37
comp11087_c0_seq1_m.19794	 0.0064455	 0.0054218	comp11087_c0_seq1_m.19794	scaffold_124	6223	8190	1967	Au	8	23.29	24.36
comp17562_c0_seq1_m.36469	 -0.015357	 -0.025259	comp17562_c0_seq1_m.36469	scaffold39219_1_size1895	1	1645	1644	Au	2	71.28	89.12
comp14652_c0_seq1_m.7742	 0.0067449	 0.014079	comp14652_c0_seq1_m.7742	scaffold_3679	842	12820	11978	Au	4	26.15	33.78
comp5860_c0_seq1_m.2020	 -0.016334	 -0.016334	comp5860_c0_seq1_m.2020	scaffold_2342	1143	2113	970	Au	5	53.78	44.89
comp7009_c0_seq1_m.2676	 -0.0052401	 -0.01012	comp7009_c0_seq1_m.2676	scaffold_1725	21611	35663	14052	Au	6	24.37	16.74
comp11225_c0_seq1_m.25129	 -0.017569	 -0.020295	comp11225_c0_seq1_m.25129	scaffold_3768	9578	11094	1516	Au	4	28	33.78
comp8389_c0_seq1_m.30374	 -0.028931	 -0.032238	comp8389_c0_seq1_m.30374	scaffold814_1_size45019	18630	26186	7556	Au	3	87.12	102.31
comp17945_c0_seq1_m.23499	 -0.021823	 -0.021823	comp17945_c0_seq1_m.23499	scaffold27342_1_size2785	356	2577	2221	Au	2	30.54	18.74
comp11014_c0_seq1_m.5176	 1.1276e-16	 1.1276e-16	comp11014_c0_seq1_m.5176	scaffold21794_1_size3924	992	3061	2069	Au	8	60.33	63.26
comp19588_c0_seq1_m.10541	 0.014143	 0.00066622	comp19588_c0_seq1_m.10541	scaffold2652_1_size24719	3887	4597	710	PAR	1	50.15	42.74
comp15988_c0_seq1_m.8652	 -0.003509	 0.0031876	comp15988_c0_seq1_m.8652	scaffold5627_1_size15151	7274	10495	3221	PAR	1	14.96	9.33
comp5084_c0_seq1_m.1678	 -0.022644	 -0.033304	comp5084_c0_seq1_m.1678	scaffold1068_1_size39580	19204	20675	1471	Au	6	26.22	20.44
comp5993_c0_seq1_m.2064	 -0.01578	 -0.02553	comp5993_c0_seq1_m.2064	scaffold_1846	47988	49640	1652	PAR	1	7.55	7.48
comp11522_c0_seq1_m.5501	 -0.01231	 -0.020202	comp11522_c0_seq1_m.5501	scaffold2401_1_size26154	142	1536	1394	PAR	1	11.25	7.48
comp73313_c0_seq1_m.12115	 -0.030235	 -0.030235	comp73313_c0_seq1_m.12115	scaffold13555_1_size7065	5293	6487	1194	PAR	1	87.19	83.49
comp16711_c1_seq1_m.16638	 1.1276e-16	 1.1276e-16	comp16711_c1_seq1_m.16638	scaffold_2953	621	7524	6903	Au	7	31.49	48.68
comp16818_c0_seq1_m.9200	 -0.013888	 -0.027174	comp16818_c0_seq1_m.9200	scaffold_1100	1	15070	15069	SL	1	53.85	59.41
comp4659_c0_seq1_m.1351	 0.012138	 0.021995	comp4659_c0_seq1_m.1351	scaffold1470_1_size34211	8736	11341	2605	Au	6	28.07	27.85
comp14413_c0_seq1_m.20208	 0.018268	 0.029155	comp14413_c0_seq1_m.20208	scaffold_1005	15424	19821	4397	Au	4	5.78	18.96
comp13594_c0_seq1_m.6997	 -0.015437	 -0.02671	comp13594_c0_seq1_m.6997	scaffold8173_1_size11395	4989	6460	1471	Au	3	29.7	28.23
comp17172_c1_seq3_m.26788	 -0.00070754	 0.0011671	comp17172_c1_seq3_m.26788	scaffold5627_1_size15151	576	5063	4487	PAR	1	14.96	9.33
comp20310_c0_seq1_m.10629	 -0.020977	 -0.021323	comp20310_c0_seq1_m.10629	scaffold2129_1_size27971	1895	2200	305	Au	2	39.8	33.56
comp10396_c0_seq1_m.27157	 -0.017152	 -0.025076	comp10396_c0_seq1_m.27157	scaffold_2084	13472	18119	4647	Au	6	26.22	24.15
comp31232_c0_seq1_m.11105	 -0.02115	 -0.025707	comp31232_c0_seq1_m.11105	scaffold5562_1_size15283	1202	1866	664	Au	5	55.63	52.3
comp9586_c0_seq1_m.37400	 -0.0052001	 -0.014613	comp9586_c0_seq1_m.37400	scaffold_4178	14487	15562	1075	PAR	1	79.78	77.93
comp5940_c0_seq1_m.35981	 -0.014527	 -0.0093509	comp5940_c0_seq1_m.35981	scaffold_2413	2284	5995	3711	Au	4	0	1.85
comp13476_c0_seq1_m.24415	 0.00041865	 -0.01738	comp13476_c0_seq1_m.24415	scaffold_1960	58332	60061	1729	PAR	1	77.93	77.93
comp38135_c0_seq1_m.11285	 -0.022069	 -0.023288	comp38135_c0_seq1_m.11285	scaffold1054_1_size39889	12123	18221	6098	Au	4	37.26	33.78
comp10529_c0_seq2_m.22418	 -0.018113	 -0.031878	comp10529_c0_seq2_m.22418	scaffold_165	18830	20049	1219	Au	4	50.23	46.74
comp14554_c0_seq12_m.22054	 -0.014662	 -0.021343	comp14554_c0_seq12_m.22054	scaffold891_1_size43036	16996	17517	521	Au	5	50.08	30.07
comp10690_c0_seq1_m.4965	 -0.0088207	 -0.023163	comp10690_c0_seq1_m.4965	scaffold_3567	64429	65310	881	Au	6	13.26	11.18
comp15976_c0_seq1_m.8644	 -0.014572	 -0.024715	comp15976_c0_seq1_m.8644	scaffold2806_1_size23997	11097	16846	5749	PAR	1	11.25	7.48
comp14789_c0_seq1_m.18388	 -0.0027443	 -0.0016717	comp14789_c0_seq1_m.18388	scaffold1984_1_size29115	972	14386	13414	Au	3	50.08	68.98
comp17011_c1_seq1_m.17754	 -0.025076	 -0.025076	comp17011_c1_seq1_m.17754	scaffold5034_1_size16394	12254	12645	391	PAR	1	98.3	83.49
comp9871_c0_seq2_m.22609	 -0.004841	 -0.0088588	comp9871_c0_seq2_m.22609	scaffold_1478	36501	38403	1902	PAR	1	52	46.44
comp10963_c0_seq1_m.35382	 -0.015689	 -0.018238	comp10963_c0_seq1_m.35382	scaffold_707	6946	14214	7268	PAR	1	94.6	83.49
comp11709_c0_seq1_m.36575	 -0.028117	 -0.033511	comp11709_c0_seq1_m.36575	scaffold_372	516	5494	4978	Au	4	39.11	37.48
comp8284_c0_seq1_m.32767	 -0.01133	 -0.029135	comp8284_c0_seq1_m.32767	scaffold_656	9014	10077	1063	SL	1	53.85	46.44
comp10851_c0_seq1_m.5073	 -0.018862	 -0.02713	comp10851_c0_seq1_m.5073	scaffold9131_1_size10426	976	1537	561	Au	3	66.75	83.79
comp6309_c0_seq1_m.2237	 -0.02708	 -0.029644	comp6309_c0_seq1_m.2237	scaffold_3687	738	21795	21057	Au	7	35.19	57.94
comp11387_c0_seq2_m.25414	 -0.0046172	 -0.0055201	comp11387_c0_seq2_m.25414	scaffold_315	38959	39906	947	Au	8	41.81	37.33
