query	target	target_begin	target_end	AlignmentLength
comp17082_c0_seq1_m.9340	scaffold_2726	11844	18031	6187
comp17082_c0_seq1_m.9341	scaffold_2726	18738	22564	3826
comp13514_c0_seq1_m.34342	scaffold_2727	202	4883	4681
comp18406_c0_seq1_m.17776	scaffold_2728	113	3158	3045
comp5594_c0_seq1_m.1921	scaffold_2728	4040	5515	1475
comp4335_c0_seq1_m.1078	scaffold_2729	938	2109	1171
comp16437_c0_seq6_m.16316	scaffold_2729	3291	3916	625
comp12289_c0_seq1_m.6056	scaffold_2729	6777	7553	776
comp12743_c0_seq1_m.6400	scaffold_2729	8828	11656	2828
comp16955_c0_seq1_m.9269	scaffold_2729	14275	15041	766
comp129955_c0_seq1_m.13693	scaffold_2729	16276	16683	407
comp18905_c1_seq1_m.25169	scaffold_2730	294	11016	10722
comp7269_c0_seq1_m.2827	scaffold_2732	598	2024	1426
comp14233_c0_seq1_m.7465	scaffold_2733	8288	9950	1662
comp14233_c0_seq1_m.7464	scaffold_2733	10061	16145	6084
comp15396_c0_seq1_m.8260	scaffold_2735	2010	3216	1206
comp15673_c0_seq1_m.8466	scaffold_2735	6776	9765	2989
comp16338_c0_seq1_m.17182	scaffold_2736	2006	2455	449
comp179976_c0_seq1_m.14533	scaffold_2737	3785	4653	868
comp928_c0_seq1_m.257	scaffold_2737	4910	5311	401
comp109877_c0_seq1_m.13099	scaffold_2737	5706	6143	437
comp125664_c0_seq1_m.13540	scaffold_2737	6225	7196	971
comp9601_c1_seq1_m.18367	scaffold_2737	7413	8072	659
comp15043_c0_seq1_m.23350	scaffold_2737	11107	13508	2401
comp6144_c0_seq1_m.26846	scaffold_2738	4174	17005	12831
comp4762_c0_seq1_m.1431	scaffold_2738	11193	12585	1392
comp5487_c0_seq1_m.1871	scaffold_2738	14953	16188	1235
comp15922_c0_seq1_m.25067	scaffold_2739	196	1088	892
comp15922_c0_seq1_m.25066	scaffold_2739	1465	12548	11083
comp9415_c0_seq2_m.24350	scaffold_2739	9380	21059	11679
comp9415_c0_seq2_m.24349	scaffold_2739	20085	20770	685
comp11953_c0_seq1_m.5817	scaffold_274	1167	10205	9038
comp18900_c0_seq1_m.10375	scaffold_2740	2856	3978	1122
comp14856_c0_seq1_m.7878	scaffold_2741	451	5442	4991
comp3851_c1_seq1_m.22928	scaffold_2744	3258	4209	951
comp15594_c0_seq1_m.8405	scaffold_2745	90	2953	2863
comp12369_c0_seq1_m.6116	scaffold_2747	12635	15725	3090
comp8781_c0_seq1_m.3693	scaffold_2747	18851	20153	1302
comp44865_c0_seq1_m.11425	scaffold_2747	28505	34101	5596
comp11012_c0_seq3_m.34429	scaffold_2747	44553	80466	35913
comp6248_c0_seq1_m.2197	scaffold_2747	58843	61278	2435
comp123683_c0_seq1_m.13441	scaffold_2747	62078	63198	1120
comp11183_c0_seq1_m.33171	scaffold_2748	18292	18750	458
comp167151_c0_seq1_m.14332	scaffold_2749	1	1351	1350
comp17044_c0_seq2_m.25186	scaffold_275	1084	9193	8109
comp11895_c0_seq1_m.5782	scaffold_275	13681	14364	683
comp14984_c1_seq1_m.23934	scaffold_275	16527	17126	599
comp14984_c0_seq1_m.23932	scaffold_275	19166	19978	812
comp13515_c0_seq2_m.37586	scaffold_275	22452	23855	1403
comp15498_c0_seq1_m.8335	scaffold_2750	1	989	988
comp18520_c0_seq1_m.32445	scaffold_2751	1751	3430	1679
comp12806_c0_seq1_m.32296	scaffold_2752	778	8954	8176
comp16115_c0_seq1_m.8748	scaffold_2752	38508	99880	61372
comp15615_c1_seq1_m.20055	scaffold_2754	164	1573	1409
comp15615_c1_seq5_m.20062	scaffold_2754	4792	5244	452
comp14982_c0_seq2_m.30932	scaffold_2755	495	3146	2651
comp14396_c0_seq1_m.7578	scaffold_2756	1482	3251	1769
comp13865_c0_seq1_m.7170	scaffold_2756	6185	10570	4385
comp15504_c0_seq1_m.34486	scaffold_2758	128	1182	1054
comp16563_c1_seq1_m.9032	scaffold_276	236	7811	7575
comp13673_c0_seq1_m.7036	scaffold_276	2229	3402	1173
comp8433_c0_seq1_m.37333	scaffold_2761	6367	6955	588
comp214819_c0_seq1_m.14895	scaffold_2761	9584	9889	305
comp14621_c0_seq1_m.7722	scaffold_2762	1	2090	2089
comp15254_c0_seq1_m.8168	scaffold_2763	4311	11500	7189
comp12957_c0_seq2_m.24264	scaffold_2766	132	602	470
comp13565_c0_seq1_m.36691	scaffold_2768	497	18504	18007
comp5645_c0_seq1_m.1942	scaffold_2768	14644	15333	689
comp7452_c2_seq1_m.16635	scaffold_2768	15565	16056	491
comp7452_c0_seq1_m.16634	scaffold_2768	16240	16881	641
comp94754_c0_seq1_m.12672	scaffold_2768	16882	17652	770
comp13565_c0_seq1_m.36692	scaffold_2768	18834	30810	11976
comp18526_c0_seq1_m.10186	scaffold_2769	435	632	197
comp70030_c0_seq1_m.12021	scaffold_277	893	1608	715
comp4626_c0_seq1_m.1322	scaffold_277	7076	41992	34916
comp9756_c0_seq1_m.4336	scaffold_277	17294	18135	841
comp15752_c0_seq1_m.8513	scaffold_277	31567	35897	4330
comp16052_c0_seq1_m.8705	scaffold_2771	27	834	807
comp18492_c0_seq2_m.17154	scaffold_2771	4486	5811	1325
comp18133_c0_seq1_m.23766	scaffold_2772	3904	13878	9974
comp13424_c0_seq1_m.30077	scaffold_2773	1072	2683	1611
comp13424_c0_seq2_m.30079	scaffold_2773	2684	4865	2181
comp17433_c0_seq1_m.9559	scaffold_2774	1	6687	6686
comp84230_c0_seq1_m.12415	scaffold_2776	703	7424	6721
comp5391_c0_seq1_m.1826	scaffold_2776	7416	8568	1152
comp7480_c0_seq1_m.2966	scaffold_2776	8330	8852	522
comp8930_c0_seq1_m.22561	scaffold_2777	2763	3715	952
comp8930_c0_seq1_m.22559	scaffold_2777	4246	5903	1657
comp7801_c0_seq1_m.35539	scaffold_2778	42	2011	1969
comp218679_c0_seq1_m.14937	scaffold_2778	2408	2715	307
comp10108_c0_seq1_m.4566	scaffold_278	8031	8590	559
comp18177_c0_seq1_m.33803	scaffold_2781	886	16094	15208
comp14355_c0_seq1_m.7554	scaffold_2782	386	2333	1947
comp17472_c0_seq1_m.9588	scaffold_2783	236	516	280
comp16345_c0_seq1_m.8880	scaffold_2784	108	531	423
comp10669_c0_seq1_m.4947	scaffold_2785	636	3738	3102
comp165017_c0_seq1_m.14266	scaffold_2787	344	445	101
comp14091_c0_seq1_m.23988	scaffold_2788	8133	8657	524
comp14091_c0_seq1_m.23987	scaffold_2788	8792	9766	974
comp16367_c0_seq1_m.8898	scaffold_2788	51124	54649	3525
comp18107_c1_seq1_m.19358	scaffold_2788	73890	76532	2642
comp13625_c0_seq1_m.29258	scaffold_2788	84311	85800	1489
comp13387_c0_seq1_m.19442	scaffold_2788	89576	91951	2375
comp8809_c0_seq1_m.3715	scaffold_2788	94967	96346	1379
comp276050_c0_seq1_m.15160	scaffold_2788	98001	98817	816
comp17348_c0_seq1_m.18790	scaffold_2788	105990	106328	338
comp17348_c0_seq1_m.18787	scaffold_2788	106490	113641	7151
comp17348_c0_seq1_m.18788	scaffold_2788	113486	114197	711
comp16299_c0_seq1_m.30227	scaffold_2788	121819	125356	3537
comp16299_c0_seq1_m.30226	scaffold_2788	126410	138446	12036
comp12080_c0_seq1_m.5906	scaffold_2788	148511	150045	1534
comp4332_c0_seq1_m.1076	scaffold_2788	151973	153541	1568
comp13770_c0_seq1_m.7109	scaffold_2788	154322	156972	2650
comp16062_c0_seq1_m.8719	scaffold_2788	162014	164702	2688
comp6853_c0_seq1_m.20904	scaffold_2789	38	6148	6110
comp123833_c0_seq1_m.13449	scaffold_279	570	1534	964
comp7463_c0_seq1_m.2958	scaffold_279	2241	3490	1249
comp8890_c0_seq4_m.20697	scaffold_279	4331	12780	8449
comp18847_c0_seq1_m.10353	scaffold_2790	179	1134	955
comp15451_c0_seq1_m.26918	scaffold_2791	6374	10186	3812
comp14896_c0_seq1_m.7913	scaffold_2791	13349	15252	1903
comp17837_c0_seq1_m.16891	scaffold_2792	1545	6253	4708
comp6690_c1_seq1_m.17348	scaffold_2793	315	9240	8925
comp14883_c0_seq1_m.19918	scaffold_2793	12529	36555	24026
comp956_c0_seq1_m.262	scaffold_2793	17105	17482	377
comp271740_c0_seq1_m.15136	scaffold_2793	17621	18130	509
comp268384_c0_seq1_m.15122	scaffold_2793	18434	18742	308
comp57673_c0_seq1_m.11736	scaffold_2793	19487	20221	734
comp57673_c0_seq1_m.11737	scaffold_2793	20478	20969	491
comp3855_c0_seq2_m.39105	scaffold_2793	21633	23710	2077
comp99936_c0_seq1_m.12838	scaffold_2794	7459	7708	249
comp6821_c0_seq1_m.2570	scaffold_2794	11148	12589	1441
comp14246_c0_seq1_m.7472	scaffold_2795	399	1547	1148
comp4217_c0_seq1_m.31091	scaffold_2795	2380	9193	6813
comp6734_c0_seq1_m.2503	scaffold_2795	12032	12823	791
comp5209_c0_seq2_m.24616	scaffold_2795	13602	15502	1900
comp15541_c0_seq1_m.25283	scaffold_2797	1024	4123	3099
comp17069_c0_seq1_m.30266	scaffold_2799	857	6184	5327
comp19000_c0_seq1_m.20068	scaffold_28	1	15857	15856
comp19000_c0_seq1_m.20070	scaffold_28	13728	14894	1166
comp16633_c0_seq1_m.26799	scaffold_2800	406	8735	8329
comp11315_c0_seq1_m.5359	scaffold_2801	293	390	97
comp14086_c1_seq1_m.35390	scaffold_2802	1573	13624	12051
comp240070_c0_seq1_m.15015	scaffold_2803	9407	9720	313
comp58010_c0_seq1_m.11747	scaffold_2803	12448	13357	909
comp9079_c1_seq1_m.21056	scaffold_2803	14526	15731	1205
comp9079_c0_seq1_m.21055	scaffold_2803	16414	17379	965
comp14573_c1_seq1_m.25182	scaffold_2803	22263	22635	372
comp14573_c0_seq1_m.25181	scaffold_2803	22786	29550	6764
comp14597_c0_seq1_m.22762	scaffold_2803	30656	35143	4487
comp14597_c0_seq1_m.22763	scaffold_2803	35670	38050	2380
comp13002_c1_seq1_m.6590	scaffold_2803	39262	39633	371
comp14839_c0_seq1_m.7860	scaffold_2804	1215	19494	18279
comp17285_c0_seq1_m.9465	scaffold_2804	12641	14125	1484
comp18242_c0_seq1_m.36287	scaffold_2806	1	9025	9024
comp18242_c0_seq1_m.36290	scaffold_2806	8646	8986	340
comp9644_c0_seq4_m.22208	scaffold_2807	274	2582	2308
comp7806_c0_seq1_m.3155	scaffold_2807	4628	5784	1156
comp18945_c0_seq1_m.10393	scaffold_2807	6612	12796	6184
comp13627_c0_seq1_m.7012	scaffold_2807	19743	27257	7514
comp18968_c0_seq1_m.38176	scaffold_2808	292	4307	4015
comp175189_c0_seq1_m.14491	scaffold_2809	820	984	164
comp10703_c0_seq1_m.4973	scaffold_281	387	1596	1209
comp18811_c0_seq1_m.10343	scaffold_2810	6580	7013	433
comp8497_c0_seq1_m.3528	scaffold_2811	1529	11952	10423
comp15705_c0_seq2_m.33089	scaffold_2812	1064	3018	1954
comp124581_c0_seq1_m.13498	scaffold_2813	1	1712	1711
comp13125_c0_seq4_m.28874	scaffold_2814	1	521	520
comp15737_c0_seq3_m.33265	scaffold_2815	5902	11552	5650
comp9791_c0_seq1_m.4360	scaffold_2816	19	1169	1150
comp18628_c2_seq3_m.22113	scaffold_2817	9868	10909	1041
comp48514_c0_seq1_m.11523	scaffold_2818	19535	20947	1412
comp13098_c0_seq2_m.32529	scaffold_2818	44971	46227	1256
comp13098_c0_seq1_m.32528	scaffold_2818	51469	51804	335
comp20532_c0_seq1_m.10655	scaffold_2818	70441	75083	4642
comp65037_c0_seq1_m.11897	scaffold_2818	79824	81687	1863
comp15219_c1_seq1_m.19622	scaffold_2818	85159	91218	6059
comp11108_c0_seq2_m.27758	scaffold_2818	92573	95304	2731
comp7131_c0_seq1_m.38153	scaffold_2818	99154	101232	2078
comp13698_c0_seq1_m.20650	scaffold_2818	113204	113962	758
comp7650_c0_seq1_m.3059	scaffold_2818	117689	121115	3426
comp13022_c0_seq1_m.6610	scaffold_2818	126724	133640	6916
comp8537_c0_seq1_m.3546	scaffold_2818	135988	146537	10549
comp8537_c0_seq1_m.3547	scaffold_2818	146279	146535	256
comp21053_c0_seq1_m.10701	scaffold_2818	165417	168065	2648
comp27551_c0_seq1_m.11026	scaffold_2818	168963	169352	389
comp11351_c0_seq1_m.25889	scaffold_2818	173180	174367	1187
comp19081_c0_seq1_m.10462	scaffold_2818	190754	191350	596
comp3713_c1_seq1_m.31965	scaffold_2818	199528	200329	801
comp3713_c0_seq1_m.31964	scaffold_2818	200852	202127	1275
comp7793_c0_seq1_m.34983	scaffold_2818	204020	214283	10263
comp7793_c0_seq1_m.34984	scaffold_2818	215006	216522	1516
comp18430_c0_seq1_m.19744	scaffold_2818	218505	220421	1916
comp16154_c1_seq1_m.30132	scaffold_2819	1	43346	43345
comp6455_c1_seq1_m.21179	scaffold_2819	6177	6668	491
comp15824_c0_seq2_m.30897	scaffold_2819	10073	10807	734
comp7691_c0_seq1_m.3083	scaffold_2819	11819	14439	2620
comp14930_c0_seq1_m.7930	scaffold_2819	19788	32874	13086
comp18682_c0_seq4_m.23320	scaffold_2819	26766	27076	310
comp14930_c0_seq1_m.7931	scaffold_2819	29008	30327	1319
comp79_c1_seq1_m.16749	scaffold_2819	36691	37134	443
comp16154_c1_seq3_m.30133	scaffold_2819	40762	43346	2584
comp15984_c1_seq1_m.16965	scaffold_282	5269	29764	24495
comp13852_c0_seq1_m.7159	scaffold_282	11339	11652	313
comp13852_c0_seq1_m.7161	scaffold_282	11708	12803	1095
comp16779_c0_seq1_m.26985	scaffold_282	16367	17883	1516
comp17208_c0_seq1_m.9415	scaffold_282	21773	23072	1299
comp46534_c0_seq1_m.11476	scaffold_282	24523	24940	417
comp15984_c1_seq1_m.16967	scaffold_282	25323	25832	509
comp11052_c0_seq1_m.5199	scaffold_282	32143	35267	3124
comp8782_c0_seq1_m.3695	scaffold_2820	601	2848	2247
comp16738_c1_seq3_m.37553	scaffold_2820	3105	5388	2283
comp11440_c0_seq1_m.5440	scaffold_2821	2775	4309	1534
comp16988_c0_seq2_m.26519	scaffold_2822	4664	6814	2150
comp13070_c0_seq1_m.6640	scaffold_2823	424	9369	8945
comp16071_c0_seq2_m.27849	scaffold_2824	234	1400	1166
comp16071_c0_seq5_m.27851	scaffold_2824	1487	1873	386
comp78_c0_seq1_m.29993	scaffold_2824	3523	4301	778
comp15657_c0_seq1_m.8452	scaffold_2824	4911	6461	1550
comp181405_c0_seq1_m.14543	scaffold_2825	4810	5137	327
comp112686_c0_seq1_m.13210	scaffold_2825	5375	5704	329
comp14044_c0_seq1_m.37620	scaffold_2826	929	3573	2644
comp18253_c1_seq1_m.31222	scaffold_2827	154	5120	4966
comp18253_c1_seq1_m.31223	scaffold_2827	5281	6967	1686
comp13543_c0_seq1_m.31711	scaffold_2828	741	2839	2098
comp18825_c0_seq1_m.37491	scaffold_2829	2852	3760	908
comp16606_c0_seq1_m.9067	scaffold_283	299	827	528
comp14543_c0_seq1_m.7681	scaffold_2830	64	2079	2015
comp18558_c0_seq4_m.19323	scaffold_2831	887	2505	1618
comp14560_c0_seq5_m.20895	scaffold_2832	23873	25944	2071
comp17749_c0_seq1_m.23484	scaffold_2833	713	3035	2322
comp18864_c0_seq1_m.10359	scaffold_2833	5443	5763	320
comp103_c1_seq1_m.20715	scaffold_2834	296	678	382
comp10203_c0_seq1_m.4623	scaffold_2834	3286	5875	2589
comp17481_c0_seq1_m.28989	scaffold_2835	5351	7846	2495
comp18841_c0_seq8_m.27237	scaffold_2836	760	2085	1325
comp18865_c0_seq1_m.17040	scaffold_2837	1	12517	12516
comp16091_c0_seq1_m.8731	scaffold_2838	558	2290	1732
comp15961_c0_seq1_m.19184	scaffold_284	5012	8955	3943
comp13599_c0_seq1_m.7002	scaffold_2843	739	8298	7559
comp10314_c0_seq1_m.4698	scaffold_2844	353	13729	13376
comp12558_c0_seq1_m.6250	scaffold_2844	13835	15850	2015
comp77615_c0_seq1_m.12241	scaffold_2847	53787	54227	440
comp142095_c0_seq1_m.13899	scaffold_2847	55222	55614	392
comp163378_c0_seq1_m.14193	scaffold_2847	55996	56583	587
comp129319_c0_seq1_m.13674	scaffold_2847	56608	57207	599
comp18425_c0_seq1_m.35509	scaffold_2848	1	876	875
comp92115_c0_seq1_m.12641	scaffold_2848	4947	5538	591
comp14155_c0_seq1_m.7399	scaffold_2848	15392	19146	3754
comp17558_c0_seq1_m.9632	scaffold_2849	1269	2630	1361
comp18951_c0_seq1_m.10406	scaffold_285	1	6236	6235
comp6563_c0_seq1_m.2393	scaffold_2850	302	9388	9086
comp18147_c0_seq2_m.19179	scaffold_2851	538	624	86
comp14027_c0_seq2_m.35133	scaffold_2852	416	3052	2636
comp11826_c0_seq1_m.5729	scaffold_2853	8696	12475	3779
comp17202_c0_seq9_m.18779	scaffold_2855	364	1340	976
comp18104_c0_seq1_m.20538	scaffold_2856	5895	7684	1789
comp140370_c0_seq1_m.13795	scaffold_2857	1	1291	1290
comp1663_c0_seq1_m.405	scaffold_2857	1727	2492	765
comp18854_c0_seq1_m.33740	scaffold_2859	5422	11836	6414
comp95982_c0_seq1_m.12753	scaffold_2859	13243	13587	344
comp36460_c0_seq1_m.11242	scaffold_2861	5509	7391	1882
comp102696_c0_seq1_m.12918	scaffold_2862	1864	2817	953
comp5971_c1_seq1_m.27281	scaffold_2863	3419	4976	1557
comp16446_c0_seq1_m.8949	scaffold_2864	1	1050	1049
comp18100_c0_seq1_m.32218	scaffold_2864	1551	14888	13337
comp60555_c0_seq1_m.11798	scaffold_2865	5500	6018	518
comp13052_c0_seq1_m.29048	scaffold_2865	9559	10014	455
comp11265_c0_seq1_m.5330	scaffold_2866	277	1988	1711
comp21735_c0_seq1_m.10747	scaffold_2867	14233	14745	512
comp14555_c0_seq1_m.29887	scaffold_2867	21064	21456	392
comp14555_c0_seq1_m.29886	scaffold_2867	22592	25626	3034
comp7192_c0_seq1_m.35667	scaffold_2868	9720	13688	3968
comp18189_c0_seq1_m.16791	scaffold_287	1	1312	1311
comp18189_c0_seq3_m.16796	scaffold_287	2728	32560	29832
comp17148_c0_seq1_m.22942	scaffold_2870	618	4169	3551
comp12444_c0_seq1_m.6168	scaffold_2871	307	1323	1016
comp13938_c0_seq1_m.28935	scaffold_2872	3	3823	3820
comp14622_c0_seq1_m.7723	scaffold_2873	393	1446	1053
comp26767_c0_seq1_m.10998	scaffold_2874	2909	3292	383
comp4128_c0_seq1_m.23415	scaffold_2874	3988	31040	27052
comp4011_c0_seq1_m.883	scaffold_2874	7547	7990	443
comp35210_c0_seq1_m.11197	scaffold_2874	14992	20249	5257
comp281359_c0_seq1_m.15179	scaffold_2874	21531	21896	365
comp12064_c0_seq1_m.5898	scaffold_2874	23703	27717	4014
comp12970_c0_seq1_m.6570	scaffold_2874	28755	30215	1460
comp13834_c1_seq1_m.31594	scaffold_2875	2039	2488	449
comp10778_c0_seq5_m.24887	scaffold_2875	10053	10538	485
comp13834_c1_seq1_m.31593	scaffold_2875	13391	15906	2515
comp15589_c0_seq1_m.33331	scaffold_2876	4198	10755	6557
comp18012_c0_seq1_m.9875	scaffold_2877	725	1402	677
comp16074_c0_seq1_m.30012	scaffold_2879	7624	9660	2036
comp3199_c0_seq1_m.649	scaffold_288	137	3377	3240
comp10283_c0_seq2_m.19486	scaffold_2881	11395	13235	1840
comp18886_c0_seq1_m.30711	scaffold_2881	16505	28792	12287
comp15924_c0_seq1_m.8611	scaffold_2882	1494	4522	3028
comp94927_c0_seq1_m.12686	scaffold_2882	5945	7401	1456
comp12797_c0_seq1_m.37005	scaffold_2883	780	7292	6512
comp74162_c0_seq1_m.12146	scaffold_2883	9683	10231	548
comp15518_c0_seq3_m.36647	scaffold_2883	11202	14687	3485
comp13363_c0_seq1_m.6846	scaffold_2883	16408	16727	319
comp73168_c0_seq1_m.12110	scaffold_2883	18941	21117	2176
comp18095_c0_seq1_m.31214	scaffold_2884	156	958	802
comp14671_c0_seq1_m.7752	scaffold_2885	317	1730	1413
comp9580_c0_seq1_m.31400	scaffold_2885	13700	15560	1860
comp202988_c0_seq1_m.14722	scaffold_2886	2322	5044	2722
comp13794_c0_seq1_m.7126	scaffold_2887	1606	2263	657
comp16061_c0_seq1_m.8718	scaffold_2889	1	322	321
comp18677_c0_seq2_m.26336	scaffold_289	10	805	795
comp112095_c0_seq1_m.13174	scaffold_2890	1591	2157	566
comp16865_c0_seq1_m.9217	scaffold_2891	57	741	684
comp13350_c0_seq1_m.20604	scaffold_2892	2502	2748	246
comp11105_c0_seq1_m.5238	scaffold_2893	206	1810	1604
comp13652_c0_seq1_m.27439	scaffold_2894	4461	7405	2944
comp8399_c0_seq1_m.36916	scaffold_2894	8868	9996	1128
comp8757_c0_seq1_m.3677	scaffold_2894	13757	15379	1622
comp11535_c1_seq1_m.20012	scaffold_2894	15469	16000	531
comp11535_c0_seq1_m.20011	scaffold_2894	16400	18682	2282
comp18853_c0_seq1_m.10355	scaffold_2895	181	1356	1175
comp17827_c0_seq1_m.9793	scaffold_2897	929	9350	8421
comp21178_c0_seq1_m.10708	scaffold_2899	7047	42419	35372
comp11818_c0_seq1_m.5723	scaffold_2899	20920	28219	7299
comp14908_c0_seq1_m.31491	scaffold_29	461	2825	2364
comp10356_c0_seq1_m.32387	scaffold_290	284	8217	7933
comp10356_c0_seq1_m.32388	scaffold_290	8674	9318	644
comp8603_c0_seq1_m.3590	scaffold_290	10100	25013	14913
comp12007_c0_seq1_m.5853	scaffold_290	26597	32830	6233
comp15786_c0_seq1_m.30269	scaffold_2900	820	2792	1972
comp18947_c0_seq1_m.10396	scaffold_2901	8742	11457	2715
comp17710_c0_seq1_m.32326	scaffold_2901	18123	19294	1171
comp14065_c0_seq1_m.7312	scaffold_2901	26849	28769	1920
comp15301_c0_seq1_m.15561	scaffold_2901	35056	49530	14474
comp18077_c0_seq1_m.9916	scaffold_2903	706	2394	1688
comp13703_c0_seq1_m.16491	scaffold_2905	483	764	281
comp17980_c0_seq1_m.9861	scaffold_2908	607	1128	521
comp16031_c0_seq1_m.27696	scaffold_2909	13929	16770	2841
comp14194_c0_seq1_m.27307	scaffold_2910	4269	7034	2765
comp18120_c0_seq1_m.9958	scaffold_2911	564	7319	6755
comp18323_c0_seq1_m.21074	scaffold_2913	884	45678	44794
comp18323_c0_seq2_m.21078	scaffold_2913	25514	43501	17987
comp18323_c0_seq1_m.21077	scaffold_2913	34777	35157	380
comp69596_c0_seq1_m.12013	scaffold_2915	806	14159	13353
comp18277_c0_seq1_m.10056	scaffold_2916	1	1575	1574
comp17721_c0_seq1_m.34910	scaffold_2917	193	1090	897
comp6283_c0_seq1_m.2220	scaffold_2918	2766	13247	10481
comp13672_c0_seq2_m.23666	scaffold_2919	4731	7356	2625
comp7219_c0_seq1_m.2801	scaffold_2919	8183	12336	4153
comp140037_c0_seq1_m.13780	scaffold_2919	13790	14013	223
comp215089_c0_seq1_m.14900	scaffold_2919	18775	19444	669
comp3005_c0_seq1_m.603	scaffold_2919	19796	20497	701
comp17068_c0_seq2_m.34525	scaffold_292	51	458	407
comp18386_c0_seq1_m.24472	scaffold_2921	7501	11079	3578
comp13873_c1_seq1_m.17119	scaffold_2921	12643	13471	828
comp13873_c0_seq1_m.17118	scaffold_2921	13656	14295	639
comp170870_c0_seq1_m.14433	scaffold_2921	25149	25957	808
comp215315_c0_seq1_m.14902	scaffold_2921	26657	27470	813
comp4709_c0_seq1_m.1395	scaffold_2921	29556	31305	1749
comp5081_c0_seq1_m.1675	scaffold_2921	33097	37914	4817
comp522_c0_seq1_m.152	scaffold_2921	40198	40693	495
comp30231_c0_seq1_m.11083	scaffold_2921	46901	47272	371
comp9501_c1_seq1_m.36203	scaffold_2922	1	2690	2689
comp9569_c0_seq1_m.4226	scaffold_2924	68	433	365
comp15326_c0_seq1_m.8214	scaffold_2925	1499	3573	2074
comp13064_c0_seq1_m.22059	scaffold_2925	4813	5214	401
comp10679_c0_seq1_m.4953	scaffold_2927	144	1774	1630
comp9236_c0_seq1_m.3995	scaffold_2928	954	5795	4841
comp14708_c0_seq1_m.7776	scaffold_2928	13174	37574	24400
comp15107_c0_seq1_m.8059	scaffold_293	4695	7227	2532
comp15182_c0_seq1_m.8116	scaffold_2931	460	16694	16234
comp13720_c0_seq1_m.7072	scaffold_2931	7846	9036	1190
comp13720_c0_seq1_m.7071	scaffold_2931	9429	13820	4391
comp6198_c0_seq1_m.2169	scaffold_2931	14401	14879	478
comp18964_c1_seq2_m.25260	scaffold_2932	3403	10535	7132
comp13458_c1_seq1_m.23630	scaffold_2933	6115	6474	359
comp16275_c0_seq1_m.25607	scaffold_2933	6803	7561	758
comp6786_c0_seq1_m.2549	scaffold_2933	34227	37106	2879
comp14377_c0_seq1_m.7565	scaffold_2934	772	6045	5273
comp18831_c0_seq3_m.16002	scaffold_2935	3	1541	1538
comp17590_c2_seq1_m.29543	scaffold_2936	5133	5340	207
comp15735_c0_seq1_m.8503	scaffold_2937	4335	12376	8041
comp12550_c0_seq1_m.6245	scaffold_2938	4967	6357	1390
comp16678_c0_seq1_m.19751	scaffold_2939	1	2226	2225
comp14166_c0_seq1_m.7407	scaffold_2940	519	21264	20745
comp18540_c0_seq1_m.10190	scaffold_2940	10888	13735	2847
comp13289_c0_seq1_m.20050	scaffold_2940	15445	20118	4673
comp18229_c0_seq1_m.26633	scaffold_2941	1943	2726	783
comp18178_c0_seq4_m.23968	scaffold_2942	1755	7480	5725
comp17090_c0_seq1_m.9346	scaffold_2943	60	6283	6223
comp10748_c0_seq1_m.5000	scaffold_2945	6263	14796	8533
comp12124_c0_seq1_m.5944	scaffold_2946	441	4915	4474
comp3038_c0_seq1_m.607	scaffold_2947	502	5058	4556
comp171897_c0_seq1_m.14448	scaffold_2947	5250	6195	945
comp141160_c0_seq1_m.13837	scaffold_2947	7469	8101	632
comp229_c0_seq1_m.53	scaffold_2947	9191	9913	722
comp968_c0_seq1_m.264	scaffold_2947	9929	10414	485
comp106560_c0_seq1_m.13053	scaffold_2947	10634	11113	479
comp76953_c0_seq1_m.12221	scaffold_2947	11856	14359	2503
comp4056_c0_seq1_m.912	scaffold_2947	18100	18634	534
comp14916_c0_seq1_m.7922	scaffold_2948	384	771	387
comp17150_c0_seq1_m.9381	scaffold_2949	372	4321	3949
comp10839_c0_seq1_m.5067	scaffold_2949	5564	6501	937
comp6131_c0_seq1_m.2131	scaffold_295	689	6320	5631
comp164576_c0_seq1_m.14237	scaffold_295	13622	13948	326
comp12587_c0_seq1_m.6279	scaffold_295	24044	68572	44528
