an_hu	gene
Mannua_Huetti.3877.nuc comp15951_c0_seq1_m.29665
Mannua_Huetti.3878.nuc comp15952_c0_seq1_m.39059
Mannua_Huetti.3879.nuc comp15953_c0_seq1_m.8628
Mannua_Huetti.388.nuc comp10755_c0_seq1_m.26385
Mannua_Huetti.3880.nuc comp15955_c0_seq1_m.26100
Mannua_Huetti.3881.nuc comp15956_c0_seq1_m.8632
Mannua_Huetti.3882.nuc comp15957_c1_seq1_m.22517
Mannua_Huetti.3883.nuc comp15959_c0_seq1_m.16957
Mannua_Huetti.3884.nuc comp15960_c0_seq1_m.8636
Mannua_Huetti.3885.nuc comp15961_c0_seq1_m.19184
Mannua_Huetti.3886.nuc comp15962_c0_seq1_m.16157
Mannua_Huetti.3887.nuc comp15964_c0_seq1_m.8637
Mannua_Huetti.3888.nuc comp15965_c0_seq1_m.8638
Mannua_Huetti.3889.nuc comp15966_c0_seq1_m.8639
Mannua_Huetti.389.nuc comp10756_c0_seq1_m.5005
Mannua_Huetti.3890.nuc comp15967_c0_seq1_m.36840
Mannua_Huetti.3891.nuc comp15970_c0_seq1_m.8640
Mannua_Huetti.3892.nuc comp15971_c0_seq1_m.36909
Mannua_Huetti.3893.nuc comp15973_c0_seq1_m.8641
Mannua_Huetti.3894.nuc comp15974_c0_seq1_m.8643
Mannua_Huetti.3895.nuc comp15975_c0_seq3_m.29166
Mannua_Huetti.3896.nuc comp15976_c0_seq1_m.8644
Mannua_Huetti.3897.nuc comp15977_c0_seq1_m.8647
Mannua_Huetti.3898.nuc comp15978_c0_seq1_m.31938
Mannua_Huetti.3899.nuc comp15979_c0_seq1_m.31233
Mannua_Huetti.39.nuc comp10073_c0_seq1_m.17643
Mannua_Huetti.390.nuc comp10757_c0_seq1_m.5006
Mannua_Huetti.3900.nuc comp15980_c0_seq1_m.34239
Mannua_Huetti.3901.nuc comp15981_c0_seq1_m.29347
Mannua_Huetti.3902.nuc comp15982_c0_seq2_m.37797
Mannua_Huetti.3903.nuc comp15984_c1_seq1_m.16966
Mannua_Huetti.3904.nuc comp15984_c1_seq3_m.16968
Mannua_Huetti.3905.nuc comp15985_c0_seq1_m.8649
Mannua_Huetti.3906.nuc comp15986_c0_seq1_m.8651
Mannua_Huetti.3907.nuc comp15987_c0_seq1_m.21749
Mannua_Huetti.3908.nuc comp15987_c0_seq2_m.21751
Mannua_Huetti.3909.nuc comp15988_c0_seq1_m.8652
Mannua_Huetti.391.nuc comp10758_c0_seq1_m.5009
Mannua_Huetti.3910.nuc comp15989_c0_seq1_m.8653
Mannua_Huetti.3911.nuc comp15990_c0_seq1_m.30115
Mannua_Huetti.3912.nuc comp15991_c1_seq1_m.34675
Mannua_Huetti.3913.nuc comp15993_c0_seq1_m.37628
Mannua_Huetti.3914.nuc comp15994_c0_seq1_m.8655
Mannua_Huetti.3915.nuc comp15997_c0_seq1_m.27684
Mannua_Huetti.3916.nuc comp15998_c0_seq1_m.8656
Mannua_Huetti.3917.nuc comp15999_c0_seq1_m.8657
Mannua_Huetti.3918.nuc comp16001_c0_seq1_m.8658
Mannua_Huetti.3919.nuc comp16006_c0_seq1_m.8663
Mannua_Huetti.392.nuc comp10759_c0_seq1_m.5010
Mannua_Huetti.3920.nuc comp16007_c0_seq1_m.18784
Mannua_Huetti.3921.nuc comp16007_c0_seq3_m.18785
Mannua_Huetti.3922.nuc comp16008_c0_seq1_m.22466
Mannua_Huetti.3923.nuc comp16009_c0_seq1_m.37080
Mannua_Huetti.3924.nuc comp16011_c0_seq1_m.23039
Mannua_Huetti.3925.nuc comp16012_c0_seq1_m.27627
Mannua_Huetti.3926.nuc comp16013_c0_seq1_m.8667
Mannua_Huetti.3927.nuc comp16014_c0_seq4_m.26452
Mannua_Huetti.3928.nuc comp16015_c0_seq1_m.31622
Mannua_Huetti.3929.nuc comp16017_c0_seq1_m.8669
Mannua_Huetti.393.nuc comp10763_c0_seq1_m.5015
Mannua_Huetti.3930.nuc comp16018_c0_seq1_m.8671
Mannua_Huetti.3931.nuc comp16019_c0_seq1_m.8672
Mannua_Huetti.3932.nuc comp16020_c0_seq1_m.21662
Mannua_Huetti.3933.nuc comp16021_c0_seq1_m.8673
Mannua_Huetti.3934.nuc comp16023_c0_seq1_m.8674
Mannua_Huetti.3935.nuc comp16024_c0_seq1_m.8675
Mannua_Huetti.3936.nuc comp16024_c0_seq1_m.8676
Mannua_Huetti.3937.nuc comp16026_c0_seq1_m.8677
Mannua_Huetti.3938.nuc comp16028_c0_seq1_m.8678
Mannua_Huetti.3939.nuc comp16029_c0_seq1_m.8680
Mannua_Huetti.394.nuc comp10765_c0_seq1_m.5017
Mannua_Huetti.3940.nuc comp16030_c0_seq2_m.30737
Mannua_Huetti.3941.nuc comp16031_c0_seq1_m.27696
Mannua_Huetti.3942.nuc comp16032_c0_seq1_m.8682
Mannua_Huetti.3943.nuc comp16033_c0_seq2_m.24924
Mannua_Huetti.3944.nuc comp16037_c0_seq1_m.8686
Mannua_Huetti.3945.nuc comp16038_c0_seq1_m.8688
Mannua_Huetti.3946.nuc comp16040_c0_seq1_m.8689
Mannua_Huetti.3947.nuc comp16041_c0_seq1_m.8693
Mannua_Huetti.3948.nuc comp16042_c0_seq1_m.8694
Mannua_Huetti.3949.nuc comp16043_c0_seq1_m.8695
Mannua_Huetti.395.nuc comp10767_c0_seq1_m.5019
Mannua_Huetti.3950.nuc comp16044_c0_seq1_m.8696
Mannua_Huetti.3951.nuc comp16045_c0_seq1_m.8697
Mannua_Huetti.3952.nuc comp16046_c1_seq1_m.31958
Mannua_Huetti.3953.nuc comp16047_c0_seq1_m.8700
Mannua_Huetti.3954.nuc comp16048_c0_seq1_m.8701
Mannua_Huetti.3955.nuc comp16049_c0_seq1_m.8704
Mannua_Huetti.3956.nuc comp16050_c0_seq1_m.34570
Mannua_Huetti.3957.nuc comp16051_c0_seq1_m.38631
Mannua_Huetti.3958.nuc comp16052_c0_seq1_m.8705
Mannua_Huetti.3959.nuc comp16053_c0_seq1_m.8706
Mannua_Huetti.396.nuc comp10770_c0_seq1_m.5020
Mannua_Huetti.3960.nuc comp16054_c0_seq1_m.32954
Mannua_Huetti.3961.nuc comp16055_c0_seq1_m.33033
Mannua_Huetti.3962.nuc comp16056_c0_seq1_m.8707
Mannua_Huetti.3963.nuc comp16057_c0_seq1_m.8709
Mannua_Huetti.3964.nuc comp16059_c0_seq1_m.8714
Mannua_Huetti.3965.nuc comp16061_c0_seq1_m.8718
Mannua_Huetti.3966.nuc comp16062_c0_seq1_m.8719
Mannua_Huetti.3967.nuc comp16063_c0_seq2_m.25208
Mannua_Huetti.3968.nuc comp16064_c0_seq1_m.8721
Mannua_Huetti.3969.nuc comp16065_c0_seq1_m.26718
Mannua_Huetti.397.nuc comp10773_c0_seq1_m.5021
Mannua_Huetti.3970.nuc comp16067_c0_seq1_m.8722
Mannua_Huetti.3971.nuc comp16068_c0_seq2_m.38502
Mannua_Huetti.3972.nuc comp16069_c0_seq1_m.32801
Mannua_Huetti.3973.nuc comp16070_c0_seq1_m.22939
Mannua_Huetti.3974.nuc comp16072_c0_seq2_m.29702
Mannua_Huetti.3975.nuc comp16073_c0_seq1_m.16915
Mannua_Huetti.3976.nuc comp16074_c0_seq1_m.30012
Mannua_Huetti.3977.nuc comp16075_c0_seq1_m.8723
Mannua_Huetti.3978.nuc comp16076_c0_seq1_m.34213
Mannua_Huetti.3979.nuc comp16077_c0_seq1_m.31319
Mannua_Huetti.398.nuc comp10775_c0_seq1_m.5023
Mannua_Huetti.3980.nuc comp16078_c0_seq1_m.35567
Mannua_Huetti.3981.nuc comp16081_c0_seq1_m.15414
Mannua_Huetti.3982.nuc comp16082_c1_seq1_m.19910
Mannua_Huetti.3983.nuc comp16083_c0_seq1_m.38977
Mannua_Huetti.3984.nuc comp16084_c0_seq1_m.25642
Mannua_Huetti.3985.nuc comp16085_c0_seq1_m.8724
Mannua_Huetti.3986.nuc comp16086_c0_seq1_m.8726
Mannua_Huetti.3987.nuc comp16087_c0_seq1_m.36080
Mannua_Huetti.3988.nuc comp16088_c0_seq2_m.29627
Mannua_Huetti.3989.nuc comp16090_c0_seq1_m.8728
Mannua_Huetti.399.nuc comp10776_c0_seq1_m.5024
Mannua_Huetti.3990.nuc comp16091_c0_seq1_m.8730
Mannua_Huetti.3991.nuc comp16093_c0_seq1_m.26950
Mannua_Huetti.3992.nuc comp16094_c0_seq1_m.8732
Mannua_Huetti.3993.nuc comp16095_c0_seq17_m.24656
Mannua_Huetti.3994.nuc comp16095_c0_seq2_m.24640
Mannua_Huetti.3995.nuc comp16096_c0_seq1_m.8733
Mannua_Huetti.3996.nuc comp16099_c0_seq1_m.37623
Mannua_Huetti.3997.nuc comp16100_c0_seq1_m.31705
Mannua_Huetti.3998.nuc comp16101_c0_seq2_m.21917
Mannua_Huetti.3999.nuc comp16102_c1_seq1_m.35895
Mannua_Huetti.4.nuc comp10007_c0_seq1_m.4499
Mannua_Huetti.40.nuc comp10077_c0_seq1_m.20627
Mannua_Huetti.400.nuc comp10779_c0_seq1_m.18332
Mannua_Huetti.4000.nuc comp16103_c0_seq1_m.8736
Mannua_Huetti.4001.nuc comp16104_c0_seq1_m.8737
Mannua_Huetti.4002.nuc comp16105_c0_seq1_m.8740
Mannua_Huetti.4003.nuc comp16106_c0_seq1_m.8742
Mannua_Huetti.4004.nuc comp16107_c0_seq1_m.8743
Mannua_Huetti.4005.nuc comp16110_c0_seq1_m.8745
Mannua_Huetti.4006.nuc comp16112_c0_seq2_m.33387
Mannua_Huetti.4007.nuc comp16114_c0_seq1_m.8747
Mannua_Huetti.4008.nuc comp16116_c0_seq1_m.23099
Mannua_Huetti.4009.nuc comp16117_c0_seq1_m.8750
Mannua_Huetti.401.nuc comp10780_c0_seq1_m.5028
Mannua_Huetti.4010.nuc comp16118_c0_seq1_m.8751
Mannua_Huetti.4011.nuc comp16119_c0_seq1_m.35660
Mannua_Huetti.4012.nuc comp16119_c0_seq1_m.35661
Mannua_Huetti.4013.nuc comp16119_c0_seq2_m.35663
Mannua_Huetti.4014.nuc comp16120_c0_seq1_m.8752
Mannua_Huetti.4015.nuc comp16122_c0_seq1_m.8753
Mannua_Huetti.4016.nuc comp16123_c0_seq1_m.8756
Mannua_Huetti.4017.nuc comp16124_c0_seq1_m.36915
Mannua_Huetti.4018.nuc comp16126_c0_seq2_m.38843
Mannua_Huetti.4019.nuc comp16126_c0_seq4_m.38846
Mannua_Huetti.402.nuc comp10782_c0_seq1_m.5029
Mannua_Huetti.4020.nuc comp16128_c0_seq1_m.24830
Mannua_Huetti.4021.nuc comp16129_c0_seq1_m.8758
Mannua_Huetti.4022.nuc comp16131_c0_seq1_m.8761
Mannua_Huetti.4023.nuc comp16133_c0_seq1_m.8762
Mannua_Huetti.4024.nuc comp16134_c0_seq1_m.33240
Mannua_Huetti.4025.nuc comp16135_c0_seq2_m.21796
Mannua_Huetti.4026.nuc comp16138_c0_seq1_m.35377
Mannua_Huetti.4027.nuc comp16140_c0_seq1_m.19328
Mannua_Huetti.4028.nuc comp16141_c0_seq1_m.8764
Mannua_Huetti.4029.nuc comp16142_c0_seq1_m.8768
Mannua_Huetti.403.nuc comp10786_c0_seq1_m.5033
Mannua_Huetti.4030.nuc comp16143_c0_seq9_m.18312
Mannua_Huetti.4031.nuc comp16144_c0_seq1_m.34378
Mannua_Huetti.4032.nuc comp16145_c0_seq1_m.35811
Mannua_Huetti.4033.nuc comp16146_c0_seq2_m.17587
Mannua_Huetti.4034.nuc comp16147_c0_seq1_m.8769
Mannua_Huetti.4035.nuc comp16148_c0_seq1_m.28971
Mannua_Huetti.4036.nuc comp16149_c0_seq1_m.8770
Mannua_Huetti.4037.nuc comp16150_c1_seq1_m.32148
Mannua_Huetti.4038.nuc comp16152_c0_seq1_m.8773
Mannua_Huetti.4039.nuc comp16154_c1_seq1_m.30132
Mannua_Huetti.404.nuc comp10787_c0_seq1_m.25316
Mannua_Huetti.4040.nuc comp16155_c0_seq1_m.27431
Mannua_Huetti.4041.nuc comp16156_c0_seq1_m.17140
Mannua_Huetti.4042.nuc comp16157_c0_seq1_m.8774
Mannua_Huetti.4043.nuc comp16158_c0_seq1_m.8775
Mannua_Huetti.4044.nuc comp16160_c2_seq1_m.36876
Mannua_Huetti.4045.nuc comp16161_c0_seq1_m.17364
Mannua_Huetti.4046.nuc comp16163_c0_seq1_m.8776
Mannua_Huetti.4047.nuc comp16164_c0_seq1_m.8777
Mannua_Huetti.4048.nuc comp16165_c0_seq1_m.8778
Mannua_Huetti.4049.nuc comp16166_c0_seq1_m.8781
Mannua_Huetti.405.nuc comp10788_c0_seq1_m.5034
Mannua_Huetti.4050.nuc comp16167_c0_seq2_m.36483
Mannua_Huetti.4051.nuc comp16170_c0_seq1_m.8785
Mannua_Huetti.4052.nuc comp16171_c0_seq1_m.8788
Mannua_Huetti.4053.nuc comp16173_c0_seq1_m.22098
Mannua_Huetti.4054.nuc comp16174_c0_seq1_m.8790
Mannua_Huetti.4055.nuc comp16175_c0_seq1_m.8792
Mannua_Huetti.4056.nuc comp16176_c0_seq1_m.8794
Mannua_Huetti.4057.nuc comp16177_c0_seq1_m.8795
Mannua_Huetti.4058.nuc comp16179_c0_seq2_m.28444
Mannua_Huetti.4059.nuc comp16180_c0_seq1_m.27362
Mannua_Huetti.406.nuc comp10790_c1_seq1_m.31353
Mannua_Huetti.4060.nuc comp16181_c0_seq2_m.27327
Mannua_Huetti.4061.nuc comp16184_c0_seq1_m.28726
Mannua_Huetti.4062.nuc comp16185_c0_seq1_m.15851
Mannua_Huetti.4063.nuc comp16186_c1_seq1_m.20338
Mannua_Huetti.4064.nuc comp16187_c0_seq1_m.8796
Mannua_Huetti.4065.nuc comp16188_c0_seq1_m.8797
Mannua_Huetti.4066.nuc comp16189_c0_seq1_m.25164
Mannua_Huetti.4067.nuc comp16192_c0_seq1_m.8798
Mannua_Huetti.4068.nuc comp16194_c0_seq1_m.22535
Mannua_Huetti.4069.nuc comp16195_c0_seq9_m.23682
Mannua_Huetti.407.nuc comp10791_c0_seq1_m.5036
Mannua_Huetti.4070.nuc comp16198_c0_seq3_m.24244
Mannua_Huetti.4071.nuc comp16200_c0_seq3_m.20419
Mannua_Huetti.4072.nuc comp16201_c0_seq1_m.8801
Mannua_Huetti.4073.nuc comp16204_c0_seq1_m.38226
Mannua_Huetti.4074.nuc comp16205_c0_seq1_m.8806
Mannua_Huetti.4075.nuc comp16206_c0_seq1_m.16551
Mannua_Huetti.4076.nuc comp16207_c0_seq1_m.24339
Mannua_Huetti.4077.nuc comp16207_c0_seq2_m.24342
Mannua_Huetti.4078.nuc comp16208_c0_seq1_m.8807
Mannua_Huetti.4079.nuc comp16209_c0_seq1_m.8808
Mannua_Huetti.408.nuc comp10793_c1_seq1_m.15929
Mannua_Huetti.4080.nuc comp16210_c0_seq1_m.16985
Mannua_Huetti.4081.nuc comp16211_c0_seq2_m.23011
Mannua_Huetti.4082.nuc comp16213_c0_seq3_m.31429
Mannua_Huetti.4083.nuc comp16215_c0_seq1_m.8809
Mannua_Huetti.4084.nuc comp16217_c0_seq1_m.8811
Mannua_Huetti.4085.nuc comp16218_c0_seq1_m.21564
Mannua_Huetti.4086.nuc comp16220_c0_seq1_m.36589
Mannua_Huetti.4087.nuc comp16224_c0_seq1_m.28753
Mannua_Huetti.4088.nuc comp16225_c0_seq1_m.8817
Mannua_Huetti.4089.nuc comp16226_c0_seq1_m.16662
Mannua_Huetti.409.nuc comp10795_c0_seq1_m.5039
Mannua_Huetti.4090.nuc comp16228_c0_seq1_m.27183
Mannua_Huetti.4091.nuc comp16228_c0_seq1_m.27184
Mannua_Huetti.4092.nuc comp16228_c0_seq4_m.27192
Mannua_Huetti.4093.nuc comp16229_c0_seq1_m.8818
Mannua_Huetti.4094.nuc comp16230_c0_seq1_m.8819
Mannua_Huetti.4095.nuc comp16230_c0_seq1_m.8820
Mannua_Huetti.4096.nuc comp16231_c0_seq1_m.24937
Mannua_Huetti.4097.nuc comp16232_c0_seq1_m.19468
Mannua_Huetti.4098.nuc comp16232_c0_seq2_m.19467
Mannua_Huetti.4099.nuc comp16233_c0_seq1_m.17198
Mannua_Huetti.41.nuc comp10078_c0_seq1_m.4544
Mannua_Huetti.410.nuc comp10796_c0_seq1_m.33260
Mannua_Huetti.4100.nuc comp16234_c0_seq1_m.18903
Mannua_Huetti.4101.nuc comp16235_c0_seq1_m.8821
Mannua_Huetti.4102.nuc comp16237_c0_seq1_m.20302
Mannua_Huetti.4103.nuc comp16238_c0_seq1_m.25166
Mannua_Huetti.4104.nuc comp16239_c0_seq1_m.29961
Mannua_Huetti.4105.nuc comp16239_c0_seq9_m.29985
Mannua_Huetti.4106.nuc comp16239_c0_seq9_m.29986
Mannua_Huetti.4107.nuc comp16240_c0_seq3_m.38552
Mannua_Huetti.4108.nuc comp16240_c0_seq5_m.38556
Mannua_Huetti.4109.nuc comp16243_c0_seq2_m.29158
Mannua_Huetti.411.nuc comp10798_c0_seq1_m.5040
Mannua_Huetti.4110.nuc comp16244_c0_seq1_m.29256
Mannua_Huetti.4111.nuc comp16245_c0_seq1_m.23029
Mannua_Huetti.4112.nuc comp16246_c0_seq1_m.16479
Mannua_Huetti.4113.nuc comp16247_c0_seq1_m.8824
Mannua_Huetti.4114.nuc comp16248_c0_seq1_m.36367
Mannua_Huetti.4115.nuc comp16250_c0_seq1_m.8826
Mannua_Huetti.4116.nuc comp16251_c0_seq1_m.22553
Mannua_Huetti.4117.nuc comp16253_c0_seq1_m.8831
Mannua_Huetti.4118.nuc comp16258_c0_seq1_m.28486
Mannua_Huetti.4119.nuc comp16259_c0_seq1_m.37579
Mannua_Huetti.412.nuc comp10800_c0_seq1_m.5041
Mannua_Huetti.4120.nuc comp16260_c0_seq6_m.34341
Mannua_Huetti.4121.nuc comp16262_c0_seq1_m.8833
Mannua_Huetti.4122.nuc comp16263_c0_seq1_m.8834
Mannua_Huetti.4123.nuc comp16264_c0_seq1_m.8835
Mannua_Huetti.4124.nuc comp16266_c0_seq1_m.8838
Mannua_Huetti.4125.nuc comp16269_c0_seq1_m.28279
Mannua_Huetti.4126.nuc comp16270_c0_seq3_m.25766
Mannua_Huetti.4127.nuc comp16271_c0_seq1_m.8842
Mannua_Huetti.4128.nuc comp16272_c0_seq1_m.8844
Mannua_Huetti.4129.nuc comp16273_c0_seq1_m.30768
Mannua_Huetti.413.nuc comp10801_c0_seq1_m.5043
Mannua_Huetti.4130.nuc comp16276_c0_seq1_m.8847
Mannua_Huetti.4131.nuc comp16278_c0_seq1_m.8849
Mannua_Huetti.4132.nuc comp16279_c0_seq1_m.8850
Mannua_Huetti.4133.nuc comp16282_c0_seq1_m.8851
Mannua_Huetti.4134.nuc comp16284_c0_seq1_m.18815
Mannua_Huetti.4135.nuc comp16285_c0_seq1_m.33137
Mannua_Huetti.4136.nuc comp16286_c0_seq1_m.8854
Mannua_Huetti.4137.nuc comp16288_c0_seq1_m.8855
Mannua_Huetti.4138.nuc comp16290_c0_seq1_m.8856
Mannua_Huetti.4139.nuc comp16291_c0_seq1_m.8858
Mannua_Huetti.414.nuc comp10804_c0_seq1_m.28981
Mannua_Huetti.4140.nuc comp16293_c0_seq2_m.26852
Mannua_Huetti.4141.nuc comp16294_c1_seq1_m.23845
Mannua_Huetti.4142.nuc comp16295_c0_seq1_m.8859
Mannua_Huetti.4143.nuc comp16296_c0_seq1_m.8860
Mannua_Huetti.4144.nuc comp16298_c0_seq1_m.17027
Mannua_Huetti.4145.nuc comp16300_c0_seq1_m.36488
Mannua_Huetti.4146.nuc comp16302_c0_seq1_m.26694
Mannua_Huetti.4147.nuc comp16303_c0_seq1_m.28651
Mannua_Huetti.4148.nuc comp16303_c0_seq1_m.28652
Mannua_Huetti.4149.nuc comp16305_c0_seq1_m.8862
Mannua_Huetti.415.nuc comp10805_c0_seq1_m.20064
Mannua_Huetti.4150.nuc comp16307_c1_seq1_m.18847
Mannua_Huetti.4151.nuc comp16308_c0_seq1_m.8863
Mannua_Huetti.4152.nuc comp16309_c0_seq1_m.8864
Mannua_Huetti.4153.nuc comp16311_c0_seq1_m.28613
Mannua_Huetti.4154.nuc comp16312_c0_seq1_m.22919
Mannua_Huetti.4155.nuc comp16313_c0_seq1_m.8865
Mannua_Huetti.4156.nuc comp16314_c0_seq1_m.8866
Mannua_Huetti.4157.nuc comp16315_c0_seq1_m.23458
Mannua_Huetti.4158.nuc comp16316_c0_seq7_m.38104
Mannua_Huetti.4159.nuc comp16317_c0_seq1_m.8867
Mannua_Huetti.416.nuc comp10807_c0_seq1_m.19024
Mannua_Huetti.4160.nuc comp16318_c0_seq3_m.26475
Mannua_Huetti.4161.nuc comp16320_c0_seq1_m.27079
Mannua_Huetti.4162.nuc comp16320_c0_seq1_m.27080
Mannua_Huetti.4163.nuc comp16321_c0_seq1_m.21247
Mannua_Huetti.4164.nuc comp16323_c0_seq1_m.8870
Mannua_Huetti.4165.nuc comp16325_c0_seq3_m.20966
Mannua_Huetti.4166.nuc comp16326_c0_seq1_m.35657
Mannua_Huetti.4167.nuc comp16327_c0_seq3_m.34169
Mannua_Huetti.4168.nuc comp16328_c0_seq1_m.8872
Mannua_Huetti.4169.nuc comp16329_c0_seq1_m.8873
Mannua_Huetti.417.nuc comp10810_c0_seq1_m.17780
Mannua_Huetti.4170.nuc comp16330_c0_seq1_m.17602
Mannua_Huetti.4171.nuc comp16330_c0_seq2_m.17603
Mannua_Huetti.4172.nuc comp16332_c0_seq1_m.34858
Mannua_Huetti.4173.nuc comp16333_c0_seq1_m.8874
Mannua_Huetti.4174.nuc comp16335_c0_seq1_m.25635
Mannua_Huetti.4175.nuc comp16336_c0_seq1_m.27229
Mannua_Huetti.4176.nuc comp16337_c0_seq2_m.22975
Mannua_Huetti.4177.nuc comp16338_c0_seq1_m.17182
Mannua_Huetti.4178.nuc comp163391_c0_seq1_m.14195
Mannua_Huetti.4179.nuc comp16339_c0_seq1_m.8876
Mannua_Huetti.418.nuc comp10812_c0_seq1_m.34230
Mannua_Huetti.4180.nuc comp16340_c0_seq1_m.16669
Mannua_Huetti.4181.nuc comp16341_c0_seq1_m.19402
Mannua_Huetti.4182.nuc comp16342_c1_seq1_m.17124
Mannua_Huetti.4183.nuc comp16343_c0_seq1_m.8877
Mannua_Huetti.4184.nuc comp16344_c0_seq1_m.8879
Mannua_Huetti.4185.nuc comp16345_c0_seq1_m.8880
Mannua_Huetti.4186.nuc comp16348_c0_seq1_m.34411
Mannua_Huetti.4187.nuc comp16349_c0_seq1_m.8883
Mannua_Huetti.4188.nuc comp16351_c0_seq1_m.8885
Mannua_Huetti.4189.nuc comp16352_c0_seq1_m.8887
Mannua_Huetti.419.nuc comp10816_c0_seq1_m.5051
Mannua_Huetti.4190.nuc comp16353_c0_seq1_m.8888
Mannua_Huetti.4191.nuc comp16354_c0_seq1_m.15448
Mannua_Huetti.4192.nuc comp16355_c0_seq1_m.32924
Mannua_Huetti.4193.nuc comp16355_c1_seq1_m.32925
Mannua_Huetti.4194.nuc comp16355_c1_seq3_m.32927
Mannua_Huetti.4195.nuc comp16356_c0_seq1_m.37581
Mannua_Huetti.4196.nuc comp16357_c0_seq1_m.30099
Mannua_Huetti.4197.nuc comp16359_c0_seq1_m.8889
Mannua_Huetti.4198.nuc comp16361_c0_seq1_m.8890
Mannua_Huetti.4199.nuc comp16362_c0_seq1_m.8894
Mannua_Huetti.42.nuc comp10079_c0_seq1_m.4545
Mannua_Huetti.420.nuc comp10817_c0_seq1_m.5053
Mannua_Huetti.4200.nuc comp16363_c0_seq1_m.27498
Mannua_Huetti.4201.nuc comp16366_c0_seq1_m.8897
Mannua_Huetti.4202.nuc comp16367_c0_seq1_m.8898
Mannua_Huetti.4203.nuc comp16368_c0_seq1_m.28557
Mannua_Huetti.4204.nuc comp16369_c0_seq1_m.8899
Mannua_Huetti.4205.nuc comp16370_c0_seq1_m.26479
Mannua_Huetti.4206.nuc comp16371_c0_seq1_m.25626
Mannua_Huetti.4207.nuc comp163728_c0_seq1_m.14213
Mannua_Huetti.4208.nuc comp16372_c0_seq1_m.8900
Mannua_Huetti.4209.nuc comp16374_c0_seq1_m.8902
Mannua_Huetti.421.nuc comp10818_c0_seq2_m.35808
Mannua_Huetti.4210.nuc comp16376_c0_seq3_m.15993
Mannua_Huetti.4211.nuc comp16378_c0_seq1_m.34117
Mannua_Huetti.4212.nuc comp16380_c0_seq1_m.8907
Mannua_Huetti.4213.nuc comp16381_c0_seq1_m.35835
Mannua_Huetti.4214.nuc comp16382_c0_seq1_m.8908
Mannua_Huetti.4215.nuc comp16383_c0_seq1_m.8909
Mannua_Huetti.4216.nuc comp16384_c0_seq1_m.32591
Mannua_Huetti.4217.nuc comp16385_c0_seq5_m.24475
Mannua_Huetti.4218.nuc comp16386_c0_seq1_m.8911
Mannua_Huetti.4219.nuc comp16387_c0_seq1_m.8912
Mannua_Huetti.422.nuc comp10819_c0_seq2_m.19138
Mannua_Huetti.4220.nuc comp16388_c0_seq1_m.25522
Mannua_Huetti.4221.nuc comp16390_c0_seq1_m.15572
Mannua_Huetti.4222.nuc comp163938_c0_seq1_m.14224
Mannua_Huetti.4223.nuc comp16393_c0_seq1_m.8917
Mannua_Huetti.4224.nuc comp16394_c1_seq1_m.34577
Mannua_Huetti.4225.nuc comp16395_c0_seq1_m.33332
Mannua_Huetti.4226.nuc comp16396_c0_seq1_m.17308
Mannua_Huetti.4227.nuc comp16397_c0_seq1_m.23603
Mannua_Huetti.4228.nuc comp16397_c0_seq2_m.23604
Mannua_Huetti.4229.nuc comp16398_c0_seq1_m.8918
Mannua_Huetti.423.nuc comp10821_c0_seq1_m.5054
Mannua_Huetti.4230.nuc comp16399_c0_seq7_m.28478
Mannua_Huetti.4231.nuc comp16400_c0_seq1_m.25451
Mannua_Huetti.4232.nuc comp16401_c0_seq1_m.34146
Mannua_Huetti.4233.nuc comp16402_c0_seq1_m.34556
Mannua_Huetti.4234.nuc comp16403_c0_seq1_m.8919
Mannua_Huetti.4235.nuc comp16404_c0_seq1_m.8921
Mannua_Huetti.4236.nuc comp16405_c0_seq1_m.8923
Mannua_Huetti.4237.nuc comp16407_c0_seq1_m.28701
Mannua_Huetti.4238.nuc comp16408_c0_seq1_m.8925
Mannua_Huetti.4239.nuc comp16409_c0_seq1_m.8927
Mannua_Huetti.424.nuc comp108238_c0_seq1_m.13079
Mannua_Huetti.4240.nuc comp16410_c0_seq1_m.8928
Mannua_Huetti.4241.nuc comp16411_c0_seq1_m.8929
Mannua_Huetti.4242.nuc comp16413_c0_seq1_m.27125
Mannua_Huetti.4243.nuc comp16414_c0_seq1_m.38143
Mannua_Huetti.4244.nuc comp16415_c0_seq1_m.30883
Mannua_Huetti.4245.nuc comp16416_c0_seq1_m.8932
Mannua_Huetti.4246.nuc comp16417_c0_seq1_m.29847
Mannua_Huetti.4247.nuc comp16418_c0_seq1_m.8934
Mannua_Huetti.4248.nuc comp16419_c1_seq1_m.15532
Mannua_Huetti.4249.nuc comp16420_c0_seq1_m.15449
Mannua_Huetti.425.nuc comp10823_c1_seq1_m.24321
Mannua_Huetti.4250.nuc comp16421_c0_seq1_m.8935
Mannua_Huetti.4251.nuc comp16422_c0_seq1_m.39063
Mannua_Huetti.4252.nuc comp16424_c0_seq1_m.8936
Mannua_Huetti.4253.nuc comp16426_c0_seq1_m.39064
Mannua_Huetti.4254.nuc comp16427_c0_seq3_m.36420
Mannua_Huetti.4255.nuc comp16428_c0_seq2_m.33258
Mannua_Huetti.4256.nuc comp16429_c0_seq1_m.17362
Mannua_Huetti.4257.nuc comp16430_c0_seq1_m.8939
Mannua_Huetti.4258.nuc comp16431_c0_seq2_m.34946
