CHROM	sites	length	PI
comp11637_c0_seq1_m.5588	0	381	0
comp11637_c0_seq1_m.5589	0	354	0
comp11639_c0_seq1_m.5590	10	1191	0.00839630562552477
comp11640_c0_seq1_m.26456	1	1332	0.000750750750750751
comp11641_c0_seq1_m.26320	1	711	0.00140646976090014
comp116426_c0_seq1_m.13329	3	336	0.00892857142857143
comp11642_c0_seq1_m.25880	5	1578	0.00316856780735108
comp11643_c0_seq2_m.34598	2	333	0.00600600600600601
comp11643_c0_seq4_m.34599	11	1311	0.0083905415713196
comp11644_c0_seq1_m.32322	0	957	0
comp11644_c1_seq1_m.32321	0	585	0
comp11645_c0_seq1_m.34740	4	1008	0.00396825396825397
comp11646_c0_seq1_m.5592	7	717	0.0097629009762901
comp11647_c0_seq1_m.5594	11	426	0.0258215962441315
comp116480_c0_seq1_m.13330	0	468	0
comp11649_c0_seq1_m.5595	0	1692	0
comp1164_c0_seq1_m.303	4	705	0.00567375886524823
comp11650_c0_seq1_m.5596	0	306	0
comp11651_c0_seq1_m.5597	4	369	0.010840108401084
comp11652_c0_seq1_m.5598	5	1140	0.0043859649122807
comp11653_c0_seq1_m.5599	0	1629	0
comp11655_c0_seq1_m.5604	0	525	0
comp11656_c0_seq1_m.5605	3	7086	0.000423370025402202
comp11658_c0_seq1_m.5606	3	753	0.00398406374501992
comp11659_c0_seq1_m.5607	0	1614	0
comp1165_c0_seq1_m.304	4	627	0.00637958532695375
comp11660_c0_seq1_m.5610	21	789	0.026615969581749
comp11661_c0_seq1_m.5611	0	1248	0
comp11662_c0_seq1_m.16452	0	2526	0
comp11663_c0_seq1_m.5613	1	2307	0.000433463372345037
comp11664_c0_seq1_m.5614	0	405	0
comp11665_c0_seq1_m.5615	3	1836	0.00163398692810458
comp11666_c0_seq1_m.5618	21	1785	0.0117647058823529
comp11668_c0_seq1_m.5619	0	357	0
comp11669_c0_seq1_m.16289	0	1686	0
comp11673_c0_seq1_m.5620	4	798	0.0050125313283208
comp11674_c0_seq1_m.21988	11	438	0.0251141552511416
comp11674_c0_seq1_m.21989	4	432	0.00925925925925926
comp11674_c0_seq3_m.21991	3	303	0.0099009900990099
comp116761_c0_seq1_m.13331	0	333	0
comp11676_c0_seq1_m.5621	2	1152	0.00173611111111111
comp11676_c0_seq1_m.5622	2	543	0.00368324125230203
comp11677_c0_seq1_m.5624	1	540	0.00185185185185185
comp11677_c0_seq1_m.5625	1	360	0.00277777777777778
comp11678_c0_seq1_m.5626	1	1116	0.000896057347670251
comp11679_c0_seq1_m.5627	3	408	0.00735294117647059
comp11680_c0_seq1_m.5628	40	744	0.0537634408602151
comp11682_c0_seq1_m.20948	0	327	0
comp11683_c0_seq1_m.5629	11	432	0.025462962962963
comp11685_c0_seq1_m.38714	0	1638	0
comp11686_c0_seq1_m.5631	0	4734	0
comp11687_c0_seq1_m.5634	1	1158	0.000863557858376511
comp11688_c0_seq3_m.34188	20	969	0.0206398348813209
comp11689_c0_seq1_m.23795	0	1023	0
comp11690_c0_seq1_m.28387	0	447	0
comp11690_c0_seq2_m.28385	0	966	0
comp11692_c0_seq1_m.35067	0	414	0
comp11693_c0_seq1_m.5636	16	489	0.032719836400818
comp11694_c0_seq1_m.5637	7	375	0.0186666666666667
comp11695_c0_seq1_m.5638	14	375	0.0373333333333333
comp11696_c0_seq1_m.5639	4	1845	0.0021680216802168
comp11697_c0_seq3_m.31635	6	1449	0.0041407867494824
comp116984_c0_seq1_m.13336	4	384	0.0104166666666667
comp11698_c0_seq1_m.5640	22	2739	0.00803212851405622
comp116_c0_seq1_m.24	2	363	0.00550964187327824
comp117006_c0_seq1_m.13337	0	546	0
comp11700_c0_seq1_m.5642	2	1074	0.00186219739292365
comp11701_c0_seq1_m.5643	7	615	0.0113821138211382
comp11701_c0_seq1_m.5644	5	345	0.0144927536231884
comp11702_c0_seq1_m.5645	2	609	0.00328407224958949
comp11703_c0_seq1_m.37560	0	663	0
comp11703_c0_seq2_m.37561	0	570	0
comp11704_c0_seq1_m.5646	2	594	0.00336700336700337
comp11705_c0_seq2_m.20169	0	348	0
comp11706_c0_seq1_m.5647	12	3315	0.00361990950226244
comp11707_c0_seq1_m.26567	37	1530	0.0241830065359477
comp11707_c0_seq2_m.26566	0	1491	0
comp11707_c0_seq3_m.26568	0	936	0
comp117085_c0_seq1_m.13340	11	372	0.0295698924731183
comp11708_c0_seq1_m.38155	1	768	0.00130208333333333
comp11708_c0_seq3_m.38158	0	525	0
comp11709_c0_seq1_m.36575	1	708	0.00141242937853107
comp117101_c0_seq1_m.13341	8	690	0.0115942028985507
comp11711_c0_seq2_m.30804	0	348	0
comp11712_c0_seq1_m.5649	4	606	0.0066006600660066
comp11713_c0_seq1_m.35652	10	1542	0.00648508430609598
comp11713_c0_seq2_m.35654	3	1542	0.00194552529182879
comp11714_c0_seq1_m.16484	8	1005	0.00796019900497512
comp11714_c0_seq1_m.16486	0	300	0
comp11715_c1_seq1_m.36908	0	306	0
comp11716_c0_seq2_m.24275	1	2604	0.000384024577572965
comp11717_c0_seq1_m.5650	0	1038	0
comp11719_c0_seq1_m.5653	4	753	0.00531208499335989
comp117203_c0_seq1_m.13343	0	378	0
comp11720_c0_seq1_m.34679	0	786	0
comp11721_c0_seq1_m.5654	5	1281	0.0039032006245121
comp11722_c0_seq1_m.5656	0	441	0
comp11723_c0_seq1_m.37438	0	1548	0
comp11724_c0_seq1_m.5657	1	450	0.00222222222222222
comp11725_c0_seq1_m.5658	8	1149	0.00696257615317668
comp11726_c0_seq1_m.5659	3	663	0.00452488687782805
comp11726_c0_seq1_m.5660	1	363	0.00275482093663912
comp11727_c0_seq1_m.23764	13	3414	0.00380785002929115
comp11727_c1_seq1_m.23765	3	492	0.00609756097560976
comp11728_c0_seq1_m.5661	0	600	0
comp11729_c0_seq1_m.22962	0	1173	0
comp11730_c0_seq1_m.5663	0	714	0
comp11731_c0_seq1_m.30383	31	1284	0.0241433021806854
comp11731_c0_seq2_m.30382	0	465	0
comp11731_c1_seq1_m.30384	12	402	0.0298507462686567
comp11732_c0_seq2_m.21122	3	741	0.00404858299595142
comp11733_c0_seq6_m.26915	7	1170	0.00598290598290598
comp117343_c0_seq1_m.13347	5	1026	0.00487329434697856
comp11734_c0_seq1_m.23172	17	1161	0.0146425495262705
comp11735_c0_seq1_m.34645	0	375	0
comp11736_c0_seq1_m.35149	1	309	0.00323624595469256
comp11736_c1_seq1_m.35150	1	459	0.00217864923747277
comp11738_c0_seq1_m.5664	4	1515	0.00264026402640264
comp11740_c0_seq1_m.5665	27	1908	0.0141509433962264
comp11741_c0_seq1_m.21093	0	414	0
comp11741_c1_seq1_m.21094	0	345	0
comp11742_c0_seq1_m.5666	0	774	0
comp11743_c0_seq1_m.5667	18	729	0.0246913580246914
comp11744_c0_seq1_m.5668	0	666	0
comp11745_c0_seq1_m.5669	3	735	0.00408163265306122
comp11746_c0_seq1_m.5670	5	924	0.00541125541125541
comp11747_c0_seq1_m.5671	12	753	0.0159362549800797
comp117484_c0_seq1_m.13349	1	750	0.00133333333333333
comp11748_c0_seq1_m.5673	12	474	0.0253164556962025
comp11749_c0_seq1_m.5674	1	852	0.00117370892018779
comp11750_c0_seq1_m.5675	3	801	0.00374531835205993
comp11752_c0_seq1_m.15820	7	576	0.0121527777777778
comp11754_c0_seq1_m.5676	2	411	0.0048661800486618
comp11755_c0_seq1_m.5677	0	1020	0
comp11756_c0_seq1_m.5678	0	636	0
comp11757_c0_seq1_m.29588	0	1236	0
comp11758_c0_seq2_m.32601	5	1164	0.00429553264604811
comp11759_c0_seq9_m.17163	0	471	0
comp117604_c0_seq1_m.13350	0	714	0
comp11760_c0_seq1_m.5679	6	657	0.0091324200913242
comp11761_c0_seq1_m.5680	7	1110	0.00630630630630631
comp11762_c0_seq1_m.33717	4	1026	0.00389863547758285
comp11763_c0_seq1_m.5681	14	735	0.019047619047619
comp11764_c0_seq1_m.23977	0	354	0
comp11767_c0_seq1_m.5683	5	705	0.00709219858156028
comp117681_c0_seq1_m.13352	0	516	0
comp11768_c0_seq1_m.29071	6	570	0.0105263157894737
comp11768_c0_seq1_m.29072	5	303	0.0165016501650165
comp11771_c0_seq1_m.5685	1	375	0.00266666666666667
comp117721_c0_seq1_m.13353	0	843	0
comp11772_c0_seq1_m.5686	33	2604	0.0126728110599078
comp11773_c0_seq1_m.34477	4	1926	0.00207684319833853
comp11774_c1_seq1_m.19074	20	1083	0.0184672206832872
comp117757_c0_seq1_m.13355	0	645	0
comp117758_c0_seq1_m.13356	3	432	0.00694444444444444
comp11775_c0_seq1_m.21422	4	1809	0.00221116639027087
comp11776_c0_seq2_m.31737	0	675	0
comp11777_c0_seq1_m.5690	1	318	0.00314465408805031
comp11778_c0_seq1_m.5691	10	1161	0.00861326442721792
comp11781_c0_seq1_m.5692	2	534	0.00374531835205993
comp11782_c0_seq1_m.5693	1	1599	0.000625390869293308
comp11785_c0_seq1_m.5696	13	1071	0.0121381886087768
comp11787_c0_seq1_m.5698	13	918	0.014161220043573
comp11788_c0_seq1_m.5700	4	1077	0.00371402042711235
comp11789_c0_seq1_m.5702	4	498	0.00803212851405622
comp11789_c0_seq1_m.5703	1	348	0.0028735632183908
comp1178_c0_seq1_m.305	4	573	0.00698080279232112
comp11790_c0_seq1_m.5704	9	1815	0.00495867768595041
comp11791_c0_seq1_m.27632	13	1194	0.0108877721943049
comp11791_c1_seq1_m.27634	13	1041	0.0124879923150817
comp11792_c0_seq2_m.19470	0	663	0
comp11793_c0_seq1_m.31970	1	1587	0.000630119722747322
comp11795_c0_seq1_m.5705	3	1014	0.0029585798816568
comp11796_c0_seq1_m.5706	7	1455	0.00481099656357388
comp11798_c0_seq1_m.5708	4	948	0.00421940928270042
comp11799_c0_seq1_m.5709	16	1269	0.0126083530338849
comp11800_c0_seq1_m.5710	1	1206	0.000829187396351575
comp11801_c0_seq1_m.28717	31	624	0.0496794871794872
comp11802_c0_seq1_m.26227	0	669	0
comp11802_c0_seq2_m.26228	3	789	0.00380228136882129
comp11803_c0_seq1_m.17164	3	741	0.00404858299595142
comp11803_c0_seq1_m.17165	1	447	0.00223713646532438
comp11805_c0_seq1_m.17457	0	1455	0
comp11806_c0_seq1_m.5711	3	387	0.00775193798449612
comp11808_c0_seq1_m.5712	1	1566	0.000638569604086846
comp11809_c0_seq1_m.5714	5	1269	0.00394011032308905
comp1180_c0_seq1_m.306	7	450	0.0155555555555556
comp11810_c0_seq1_m.32860	18	1098	0.0163934426229508
comp11812_c0_seq1_m.5716	0	525	0
comp11812_c0_seq1_m.5717	0	300	0
comp11813_c0_seq1_m.5718	9	1239	0.00726392251815981
comp118140_c0_seq1_m.13358	24	333	0.0720720720720721
comp118141_c0_seq1_m.13359	0	339	0
comp11814_c0_seq1_m.5719	1	855	0.00116959064327485
comp11815_c2_seq1_m.35291	2	636	0.00314465408805031
comp11816_c0_seq1_m.5720	1	1449	0.000690131124913734
comp118177_c0_seq1_m.13360	19	636	0.029874213836478
comp11817_c0_seq1_m.5721	0	864	0
comp11817_c0_seq1_m.5722	0	735	0
comp11818_c0_seq1_m.5723	2	1977	0.00101163378856854
comp11819_c0_seq1_m.32253	2	1032	0.00193798449612403
comp1181_c0_seq1_m.307	4	501	0.00798403193612774
comp11820_c0_seq1_m.5724	3	2208	0.00135869565217391
comp11821_c0_seq1_m.5725	2	672	0.00297619047619048
comp11822_c0_seq1_m.5726	3	615	0.0048780487804878
comp11823_c1_seq1_m.18320	8	1551	0.00515796260477112
comp118247_c0_seq1_m.13361	0	885	0
comp11824_c0_seq1_m.5727	2	708	0.00282485875706215
comp11825_c1_seq1_m.28768	5	1419	0.00352360817477097
comp11826_c0_seq1_m.5729	0	1068	0
comp11826_c0_seq1_m.5730	0	381	0
comp11827_c0_seq1_m.17698	9	3468	0.00259515570934256
comp11828_c0_seq1_m.5731	4	3804	0.0010515247108307
comp11829_c0_seq1_m.5733	10	1011	0.00989119683481701
comp11829_c0_seq1_m.5734	4	309	0.0129449838187702
comp11830_c0_seq1_m.5735	1	723	0.00138312586445367
comp11832_c0_seq1_m.5736	0	2274	0
comp11833_c2_seq2_m.19844	1	579	0.00172711571675302
comp11834_c0_seq1_m.33183	1	1623	0.000616142945163278
comp118351_c0_seq1_m.13366	2	429	0.00466200466200466
comp11835_c0_seq2_m.26087	1	1077	0.000928505106778087
comp118360_c0_seq1_m.13367	2	312	0.00641025641025641
comp11836_c0_seq1_m.5738	0	429	0
comp11837_c0_seq1_m.5739	10	969	0.0103199174406605
comp11840_c0_seq1_m.5741	8	1770	0.00451977401129944
comp118417_c0_seq1_m.13368	4	567	0.00705467372134039
comp11841_c0_seq1_m.5742	1	1794	0.000557413600891862
comp11844_c0_seq1_m.22442	0	1194	0
comp11844_c1_seq1_m.22443	1	1362	0.000734214390602056
comp11845_c0_seq1_m.5743	10	1326	0.00754147812971342
comp11846_c0_seq1_m.5746	0	1788	0
comp11848_c0_seq1_m.5747	15	1209	0.0124069478908189
comp11849_c1_seq1_m.16055	5	1605	0.00311526479750779
comp11849_c1_seq2_m.16056	1	1296	0.000771604938271605
comp11850_c0_seq1_m.5749	0	540	0
comp118516_c0_seq1_m.13369	0	417	0
comp11852_c0_seq1_m.5750	7	1392	0.00502873563218391
comp11853_c0_seq1_m.5751	1	648	0.00154320987654321
comp11854_c0_seq1_m.5752	0	1356	0
comp11855_c0_seq1_m.5753	8	2658	0.00300978179082017
comp11856_c0_seq1_m.5754	7	993	0.00704934541792548
comp11857_c0_seq1_m.26653	0	933	0
comp11858_c0_seq3_m.26488	0	954	0
comp11860_c0_seq1_m.5755	3	504	0.00595238095238095
comp11861_c0_seq1_m.5757	5	1179	0.00424088210347752
comp11862_c0_seq1_m.5758	0	1020	0
comp11863_c0_seq1_m.29466	1	537	0.00186219739292365
comp11863_c1_seq1_m.29467	0	1353	0
comp11864_c0_seq1_m.5759	0	1038	0
comp11864_c0_seq1_m.5760	0	363	0
comp11865_c0_seq1_m.5761	10	1641	0.00609384521633151
comp11866_c0_seq1_m.37591	23	1245	0.0184738955823293
comp11866_c1_seq1_m.37594	7	540	0.012962962962963
comp11867_c0_seq1_m.5762	2	954	0.00209643605870021
comp11868_c0_seq1_m.34144	0	1974	0
comp11869_c0_seq1_m.26296	2	882	0.00226757369614512
comp11869_c0_seq1_m.26297	1	303	0.0033003300330033
comp1186_c0_seq1_m.311	0	663	0
comp11870_c0_seq1_m.5763	0	2685	0
comp11871_c0_seq1_m.5765	3	633	0.004739336492891
comp11872_c0_seq1_m.5766	0	1044	0
comp11874_c0_seq1_m.5767	3	699	0.00429184549356223
comp11875_c0_seq2_m.34289	5	2175	0.00229885057471264
comp11876_c0_seq1_m.32222	14	549	0.0255009107468124
comp11877_c0_seq1_m.26345	3	963	0.00311526479750779
comp11879_c0_seq1_m.5768	7	738	0.00948509485094851
comp11880_c0_seq1_m.39161	0	924	0
comp11881_c0_seq1_m.5769	3	1656	0.00181159420289855
comp11882_c0_seq1_m.5770	2	1116	0.0017921146953405
comp11883_c0_seq1_m.5771	6	1551	0.00386847195357834
comp11884_c0_seq1_m.16399	17	1416	0.0120056497175141
comp11885_c0_seq1_m.5773	5	1008	0.00496031746031746
comp11887_c0_seq1_m.26570	1	540	0.00185185185185185
comp11889_c0_seq1_m.5776	16	456	0.0350877192982456
comp11890_c0_seq1_m.5777	1	624	0.0016025641025641
comp11890_c0_seq1_m.5778	1	534	0.00187265917602996
comp11890_c0_seq1_m.5779	3	321	0.00934579439252336
comp11891_c1_seq1_m.19036	2	621	0.00322061191626409
comp11892_c0_seq1_m.29262	0	1536	0
comp11893_c0_seq1_m.5780	9	528	0.0170454545454545
comp11894_c0_seq1_m.5781	10	603	0.0165837479270315
comp11895_c0_seq1_m.5782	1	333	0.003003003003003
comp118962_c0_seq1_m.13374	0	462	0
comp11896_c0_seq1_m.35857	1	1098	0.000910746812386157
comp11896_c1_seq1_m.35858	0	531	0
comp11898_c0_seq1_m.5783	1	348	0.0028735632183908
comp11899_c0_seq1_m.5784	11	519	0.0211946050096339
comp119002_c0_seq1_m.13375	1	360	0.00277777777777778
comp11900_c0_seq1_m.16552	6	1308	0.00458715596330275
comp11901_c0_seq1_m.5785	0	552	0
comp11901_c0_seq1_m.5786	0	309	0
comp11902_c0_seq1_m.5787	3	669	0.00448430493273543
comp11903_c0_seq1_m.5788	14	624	0.0224358974358974
comp11905_c0_seq1_m.5789	0	876	0
comp11906_c0_seq1_m.5790	0	354	0
comp119079_c0_seq1_m.13378	5	615	0.00813008130081301
comp11907_c0_seq1_m.5791	2	1224	0.00163398692810458
comp11908_c1_seq1_m.33811	0	354	0
comp11909_c0_seq1_m.25938	5	3198	0.00156347717323327
comp11909_c0_seq2_m.25940	8	789	0.0101394169835234
comp11911_c0_seq1_m.30553	9	753	0.0119521912350598
comp11911_c0_seq1_m.30556	6	426	0.0140845070422535
comp11912_c0_seq1_m.5794	10	1068	0.00936329588014981
comp11914_c1_seq1_m.35472	4	1125	0.00355555555555556
comp11915_c0_seq1_m.35519	3	2685	0.00111731843575419
comp119161_c0_seq1_m.13379	3	300	0.01
comp11916_c1_seq1_m.22191	8	540	0.0148148148148148
comp11917_c0_seq1_m.37170	0	516	0
comp11917_c0_seq2_m.37171	0	588	0
comp119180_c0_seq1_m.13380	0	441	0
comp11918_c0_seq1_m.5795	0	621	0
comp11919_c0_seq1_m.5796	29	807	0.0359355638166047
comp11919_c0_seq1_m.5797	42	543	0.0773480662983425
comp11919_c0_seq1_m.5798	29	306	0.0947712418300654
comp11920_c0_seq1_m.5799	28	1074	0.0260707635009311
comp11921_c0_seq1_m.36912	0	2895	0
comp11922_c0_seq1_m.37454	4	819	0.00488400488400488
comp11924_c0_seq1_m.5800	0	1854	0
comp11925_c0_seq1_m.18268	2	1470	0.00136054421768707
comp11927_c0_seq1_m.5801	0	1650	0
comp11929_c0_seq1_m.5803	2	1107	0.001806684733514
comp11930_c0_seq1_m.22914	3	513	0.00584795321637427
comp11931_c0_seq1_m.25445	1	1881	0.000531632110579479
comp11932_c0_seq1_m.5804	5	1635	0.00305810397553517
comp11933_c1_seq1_m.29067	0	570	0
comp11934_c0_seq1_m.32410	11	315	0.0349206349206349
comp11935_c0_seq3_m.17688	3	960	0.003125
comp11936_c0_seq1_m.5805	0	1284	0
comp11938_c0_seq1_m.37461	9	1563	0.00575815738963532
comp11939_c0_seq1_m.34796	24	1329	0.018058690744921
comp11940_c0_seq2_m.16580	2	855	0.00233918128654971
comp11942_c0_seq1_m.5808	1	2475	0.000404040404040404
comp11943_c0_seq1_m.5809	0	1515	0
comp11945_c0_seq1_m.5811	5	1620	0.00308641975308642
comp11945_c0_seq1_m.5812	0	309	0
comp11946_c0_seq1_m.5813	11	843	0.0130486358244365
comp11947_c0_seq1_m.17034	0	1284	0
comp11947_c1_seq1_m.17033	1	702	0.00142450142450142
comp11949_c0_seq1_m.20093	1	600	0.00166666666666667
comp11949_c0_seq1_m.20094	0	468	0
comp11950_c0_seq1_m.21005	1	1419	0.000704721634954193
comp11951_c0_seq1_m.5814	6	624	0.00961538461538462
comp11952_c0_seq1_m.5815	18	2607	0.00690448791714614
comp11953_c0_seq1_m.5817	17	1329	0.0127915726109857
comp11954_c0_seq2_m.29070	26	1275	0.0203921568627451
comp11955_c0_seq1_m.5818	2	555	0.0036036036036036
comp11956_c0_seq1_m.5819	8	1344	0.00595238095238095
comp11956_c0_seq1_m.5820	4	324	0.0123456790123457
comp11957_c0_seq1_m.33338	8	414	0.0193236714975845
comp11957_c0_seq3_m.33341	0	303	0
comp11958_c0_seq1_m.5821	4	543	0.00736648250460405
comp11959_c0_seq1_m.5822	0	753	0
comp11961_c0_seq1_m.34446	2	771	0.00259403372243839
comp11962_c0_seq1_m.5823	3	336	0.00892857142857143
comp11963_c0_seq1_m.5824	6	1329	0.00451467268623025
comp11964_c0_seq1_m.27721	43	657	0.0654490106544901
comp11965_c0_seq1_m.5825	15	1980	0.00757575757575758
comp11968_c0_seq1_m.25115	0	648	0
comp11969_c0_seq1_m.5827	2	4032	0.000496031746031746
comp11970_c0_seq1_m.5828	2	372	0.00537634408602151
comp11971_c0_seq1_m.27135	2	1773	0.00112803158488438
comp11972_c0_seq1_m.5829	0	2667	0
comp11973_c0_seq1_m.16230	1	699	0.00143061516452074
comp11973_c0_seq2_m.16231	1	1080	0.000925925925925926
comp11974_c0_seq1_m.17815	5	1047	0.00477554918815664
comp11975_c0_seq1_m.5830	2	1734	0.00115340253748558
comp119766_c0_seq1_m.13383	1	318	0.00314465408805031
comp11976_c0_seq1_m.18391	6	993	0.00604229607250755
comp11976_c1_seq1_m.18390	6	747	0.00803212851405622
comp11977_c0_seq1_m.5832	1	411	0.0024330900243309
comp11977_c0_seq1_m.5833	0	300	0
comp11978_c0_seq1_m.5834	1	726	0.00137741046831956
comp11979_c0_seq1_m.32976	0	423	0
comp11979_c0_seq1_m.32977	0	402	0
comp11979_c0_seq3_m.32979	4	741	0.00539811066126856
comp11979_c0_seq5_m.32985	4	441	0.0090702947845805
comp11980_c1_seq1_m.17928	9	1314	0.00684931506849315
comp11981_c0_seq2_m.29562	2	2757	0.000725426187885383
comp11982_c0_seq1_m.5835	6	633	0.00947867298578199
comp11983_c0_seq1_m.5836	0	564	0
comp11984_c0_seq1_m.5837	7	1434	0.00488145048814505
comp119856_c0_seq1_m.13384	2	324	0.00617283950617284
comp11985_c0_seq1_m.25252	0	669	0
comp11985_c1_seq1_m.25253	0	297	0
comp11986_c0_seq1_m.5839	4	942	0.00424628450106157
comp11987_c0_seq1_m.5840	21	642	0.0327102803738318
comp11989_c0_seq1_m.16621	0	912	0
comp11989_c0_seq2_m.16623	51	915	0.0557377049180328
comp1198_c0_seq1_m.313	0	852	0
comp11990_c0_seq1_m.29551	1	1188	0.000841750841750842
comp11993_c0_seq2_m.25211	0	1236	0
comp11994_c0_seq1_m.5841	6	912	0.00657894736842105
comp11995_c0_seq1_m.5842	1	1461	0.000684462696783025
comp11996_c0_seq1_m.5844	10	369	0.02710027100271
comp11997_c0_seq1_m.5845	5	969	0.00515995872033024
comp11998_c0_seq1_m.5846	9	717	0.0125523012552301
comp119_c0_seq1_m.25	0	420	0
comp12000_c0_seq1_m.5848	1	1551	0.000644745325596389
comp12003_c0_seq1_m.37627	18	483	0.0372670807453416
comp12005_c0_seq1_m.29333	3	1722	0.00174216027874564
comp12005_c1_seq1_m.29334	0	507	0
comp120062_c0_seq1_m.13387	0	810	0
comp12006_c0_seq1_m.5852	19	1050	0.0180952380952381
comp12007_c0_seq1_m.5853	6	1008	0.00595238095238095
comp12008_c0_seq1_m.5855	12	819	0.0146520146520147
comp12010_c0_seq1_m.5856	0	522	0
comp12011_c0_seq1_m.5857	31	2046	0.0151515151515152
comp12012_c0_seq1_m.5858	0	1125	0
comp12013_c1_seq1_m.32254	1	771	0.0012970168612192
comp12014_c0_seq1_m.5859	16	498	0.0321285140562249
comp12015_c0_seq1_m.5860	3	1938	0.00154798761609907
comp12015_c0_seq1_m.5861	1	375	0.00266666666666667
comp12016_c0_seq1_m.5862	54	3048	0.0177165354330709
comp12020_c0_seq1_m.5863	18	1716	0.0104895104895105
comp12021_c0_seq1_m.5864	9	618	0.0145631067961165
comp12022_c0_seq1_m.5865	6	765	0.00784313725490196
comp12023_c0_seq1_m.5866	2	1062	0.00188323917137476
comp12024_c0_seq1_m.5868	13	1224	0.0106209150326797
comp12025_c0_seq1_m.21395	0	1431	0
comp12025_c0_seq2_m.21398	0	348	0
comp12026_c0_seq1_m.5869	0	477	0
comp12027_c0_seq1_m.23556	4	843	0.00474495848161329
comp12027_c0_seq1_m.23557	1	420	0.00238095238095238
comp12028_c1_seq1_m.30590	1	972	0.00102880658436214
comp12029_c0_seq1_m.33160	3	1035	0.00289855072463768
comp1202_c0_seq1_m.315	17	888	0.0191441441441441
comp12030_c0_seq1_m.5870	2	789	0.00253485424588086
comp12031_c0_seq2_m.17595	3	2196	0.00136612021857923
comp12032_c0_seq1_m.5871	3	633	0.004739336492891
comp12034_c0_seq1_m.5872	9	1467	0.00613496932515337
comp12035_c0_seq1_m.5873	4	555	0.00720720720720721
comp12036_c0_seq1_m.5875	0	1848	0
comp12036_c0_seq1_m.5877	0	387	0
comp12037_c0_seq1_m.34159	5	510	0.00980392156862745
comp12038_c0_seq1_m.27496	4	675	0.00592592592592593
comp12039_c0_seq1_m.5878	0	918	0
comp12041_c0_seq1_m.34905	19	369	0.0514905149051491
comp12042_c0_seq1_m.5879	32	795	0.040251572327044
comp12043_c0_seq1_m.5880	10	510	0.0196078431372549
comp12044_c0_seq1_m.5881	0	672	0
comp12046_c0_seq1_m.5884	1	1110	0.000900900900900901
comp12046_c0_seq1_m.5885	1	516	0.00193798449612403
comp12047_c0_seq1_m.5886	2	474	0.00421940928270042
comp12048_c0_seq1_m.5888	3	408	0.00735294117647059
comp120499_c0_seq1_m.13389	9	363	0.0247933884297521
comp12049_c0_seq1_m.5889	6	2589	0.00231749710312862
comp12050_c0_seq1_m.24487	1	705	0.00141843971631206
comp12051_c0_seq1_m.36010	1	1044	0.000957854406130268
comp12053_c0_seq2_m.25184	4	447	0.00894854586129754
comp12054_c0_seq1_m.5891	1	369	0.002710027100271
comp12055_c0_seq1_m.5892	6	1152	0.00520833333333333
comp12056_c0_seq1_m.5893	0	636	0
comp12057_c0_seq1_m.5894	6	618	0.00970873786407767
comp12058_c0_seq1_m.5896	2	831	0.00240673886883273
comp12059_c0_seq1_m.32337	1	1695	0.000589970501474926
comp12060_c0_seq1_m.18273	0	453	0
comp12060_c0_seq2_m.18274	0	456	0
comp12061_c0_seq1_m.5897	0	1128	0
comp12062_c0_seq1_m.19787	2	1020	0.00196078431372549
comp12064_c0_seq1_m.5898	0	2049	0
comp12065_c0_seq1_m.5899	0	843	0
comp12066_c0_seq2_m.34609	2	927	0.00215749730312837
comp12067_c0_seq1_m.5900	16	786	0.0203562340966921
comp12068_c0_seq1_m.5901	25	1287	0.0194250194250194
comp12069_c0_seq1_m.23982	1	726	0.00137741046831956
comp12070_c0_seq1_m.19134	1	909	0.0011001100110011
comp12073_c0_seq1_m.22489	3	873	0.00343642611683849
comp12073_c0_seq1_m.22490	0	462	0
comp12074_c0_seq1_m.5902	0	1128	0
comp12075_c0_seq1_m.33946	31	1362	0.0227606461086637
comp12075_c0_seq1_m.33947	1	327	0.00305810397553517
